question_id,paper_id,question,gold_answer,predicted_answer,retrieved_chunk_ids,retrieved_section_names,f1,idk,proxy_faithfulness,experiment,condition
a616a3f0d244368ec588f04dfbc37d77fda01b4c,2003.04866,What are the 12 languages covered?,"Chinese Mandarin, Welsh, English, Estonian, Finnish, French, Hebrew, Polish, Russian, Spanish, Kiswahili, Yue Chinese","I don't know. The text mentions 11 languages in addition to English, but it does not specify the 12th language.","['2003.04866_6_0', '2003.04866_4_2', '2003.04866_4_3']","['Multi-SimLex: Translation and Annotation', 'Previous Work and Evaluation Data', 'Previous Work and Evaluation Data']",0.09523809523809523,True,0.4211,exp4_chunksize,256
e37c32fce68759b2272adc1e44ea91c1a7c47059,1909.08306,What dierse domains and languages are present in new datasets?,movies  restaurants English  Korean,"Movies and restaurants are the different domains, and English and Korean are the different languages present in the new datasets.","['1909.08306_2_0', '1909.08306_2_1', '1909.08306_1_1']","['Cross Length Transfer ::: Benchmark Datasets', 'Cross Length Transfer ::: Benchmark Datasets', 'Cross Length Transfer']",0.0,False,0.6429,exp4_chunksize,256
a9337636b52de375c852682a2561af2c1db5ec63,1801.02073,Do they employ their indexing-based method to create a sample of a QA Wikipedia dataset?,yes,I don't know.,"['1801.02073_3_0', '1801.02073_1_0', '1801.02073_0_1']","['Answer Retrieval', 'Intrinsic Analysis', 'Introduction']",0.0,True,0.0,exp4_chunksize,256
decb07f9be715de024236e50dc7011a132363480,1610.01030,What exactly is new about this stochastic gradient descent algorithm?,"CNN model can be trained in a purely online setting. We first initialize the model parameters $\theta _0$ (line 1), which can be a trained model from other disaster events or it can be initialized randomly to start from scratch.

As a new batch of labeled tweets $B_t= \lbrace \mathbf {s}_1 \ldots \mathbf {s}_n \rbrace $ arrives, we first compute the log-loss (cross entropy) in Equation 11 for $B_t$ with respect to the current parameters $\theta _t$ (line 2a). Then, we use backpropagation to compute the gradients $f^{\prime }(\theta _{t})$ of the loss with respect to the current parameters (line 2b). Finally, we update the parameters with the learning rate $\eta _t$ and the mean of the gradients (line 2c). We take the mean of the gradients to deal with minibatches of different sizes. Notice that we take only the current minibatch into account to get an updated model. ",It is proposed as an online algorithm to train DNNs in an online fashion during disaster situations.,"['1610.01030_3_1', '1610.01030_3_0', '1610.01030_0_3']","['Online Learning', 'Online Learning', 'Introduction']",0.0,False,1.0,exp4_chunksize,256
69a7a6675c59a4c5fb70006523b9fe0f01ca415c,1811.01399,Which knowledge graph completion tasks do they experiment with?,link prediction  triplet classification,link prediction and triplet classification.,"['1811.01399_8_0', '1811.01399_0_0', '1811.01399_0_1']","['Experimental Configurations', 'Introduction', 'Introduction']",0.0,False,1.0,exp4_chunksize,256
dd155f01f6f4a14f9d25afc97504aefdc6d29c13,1811.00942,What aspects have been compared between various language models?,"Quality measures using perplexity and recall, and performance measured using latency and energy usage.","Computational complexity, model quality (e.g., lower perplexity), and performance (e.g., energy consumption, query latency).","['1811.00942_5_1', '1811.00942_0_0', '1811.00942_2_0']","['Results and Discussion', 'Introduction', 'Experimental Setup']",0.0,False,0.8462,exp4_chunksize,256
2870fbce43a3cf6daf982f720137c008b30c60dc,1908.08593,What handcrafter features-of-interest are used?,nouns verbs pronouns subjects objects negation words special BERT tokens,I don't know.,"['1908.08593_15_0', '1908.08593_2_0', '1908.08593_5_0']","['Experiments ::: Disabling self-attention heads ::: Results', 'Methodology', ""Experiments ::: BERT's self-attention patterns ::: Results""]",0.5,True,0.0,exp4_chunksize,256
6d0f2cce46bc962c6527f7b4a77721799f2455c6,1608.02195,Do changes in policies of the political actors account for all of the mistakes the model made?,yes,"No. The text states that the mistakes the model makes can be associated with changes in the party policy, but it does not imply that changes in policies account for all of the mistakes.","['1608.02195_10_2', '1608.02195_15_1', '1608.02195_10_1']","['Predicting political party affiliation', 'Conclusions, Limitations and Outlook', 'Predicting political party affiliation']",0.0,False,0.7037,exp4_chunksize,256
16f33de90b76975a99572e0684632d5aedbd957c,1907.11907,Which dataset do they use?,"a reference corpus of 21,093 tokens and their correct lemmas","The datasets used are the Icelandic Frequency Dictionary (IFD) corpus, the Icelandic Tagged Corpus (MÍM), and the DMII.","['1907.11907_3_0', '1907.11907_5_1', '1907.11907_2_0']","['Lemmald', 'Evaluation', 'CST Lemmatizer']",0.0,False,0.7857,exp4_chunksize,256
c84590ba32df470a7c5343d8b99e541b217f10cf,1908.06083,What datasets are used?,The Wikipedia Toxic Comments dataset,"The datasets used are:

1. Wikipedia Toxic Comments dataset
2. ConvAI2 chit-chat task
3. A dataset of over 24,000 tweets labeled as containing hate speech, offensive language, or neither (compiled by BIBREF5)
4. The TRAC shared task on Aggression Identification (a dataset of over 15,000 Facebook comments labeled with varying levels of aggression)","['1908.06083_27_0', '1908.06083_1_0', '1908.06083_14_0']","['Data Collection Interface Details', 'Related Work', 'Single-Turn Task ::: Data Collection ::: Task Formulation Details']",0.037037037037037035,False,0.75,exp4_chunksize,256
981fd79dd69581659cb1d4e2b29178e82681eb4d,1706.00139,What is the difference of the proposed model with a standard RNN encoder-decoder?,"Introduce a ""Refinement Adjustment LSTM-based component"" to the decoder","The proposed model differs from a standard RNN encoder-decoder in that it incorporates a semantic gate to recompute the input to the RNN cell, and uses a Refinement cell, a traditional LSTM cell, and an Adjustment cell in the Decoder side.","['1706.00139_5_0', '1706.00139_2_0', '1706.00139_3_0']","['RALSTM Decoder', 'Recurrent Neural Language Generator', 'Encoder']",0.047619047619047616,False,0.7931,exp4_chunksize,256
a02696d4ab728ddd591f84a352df9375faf7d1b4,1605.07683,How large is the Dialog State Tracking Dataset?,"1,618 training dialogs, 500 validation dialogs, and 1,117 test dialogs",I don't know.,"['1605.07683_2_0', '1605.07683_4_0']","['Goal-Oriented Dialog Tasks', 'Acknowledgments']",0.5,True,0.0,exp4_chunksize,256
10210d5c31dc937e765051ee066b971b6f04d3af,1905.10044,what is the size of BoolQ dataset?, 16k questions,16k questions.,"['1905.10044_1_2', '1905.10044_3_1', '1905.10044_8_1']","['Related Work', 'Data Collection', 'Discussion']",0.0,False,1.0,exp4_chunksize,256
aecb485ea7d501094e50ad022ade4f0c93088d80,1702.06378,Can SCRF be used to pretrain the model?,no,I don't know.,"['1702.06378_1_0', '1702.06378_1_3', '1702.06378_8_0']","['Segmental Conditional Random Fields', 'Segmental Conditional Random Fields', 'Multitask Learning Results']",0.0,True,0.0,exp4_chunksize,256
225a567eeb2698a9d3f1024a8b270313a6d15f82,1605.04655,what were the baselines?,RNN model CNN model  RNN-CNN model attn1511 model Deep Averaging Network model avg mean of word embeddings in the sentence with projection matrix,Evidence Averaging and BM25 Feature combined with Evidence Averaging.,"['1605.04655_8_0', '1605.04655_13_0', '1605.04655_0_2']","['Evidence Integration', 'Acknowledgments', 'Introduction']",0.0,False,0.75,exp4_chunksize,256
955ca31999309685c1daa5cb03867971ca99ec52,1606.08140,What datasets are used to evaluate the model?,"WN18, FB15k",WN18 and FB15k.,"['1606.08140_4_2', '1606.08140_4_1', '1606.08140_0_1']","['Task and evaluation protocol', 'Task and evaluation protocol', 'Introduction']",0.0,False,1.0,exp4_chunksize,256
6a31bd676054222faf46229fc1d283322478a020,1905.10810,How is PIEWi annotated?,"[error, correction] pairs","PlEWi BIBREF20 is annotated with error type annotations, allowing the selection of only non-word errors for evaluation.","['1905.10810_5_0', '1905.10810_1_0', '1905.10810_3_0']","['Experimental setup', 'Problems of spelling correction for Polish', 'Vector distance']",0.0,False,0.8824,exp4_chunksize,256
d5ff8fc4d3996db2c96cb8af5a6d215484991e62,1912.09713,What are results of comparison between novel method to other approaches for creating compositional generalization benchmarks?,The MCD splits achieve a significantly higher compound divergence at a similar atom divergence when compared to the other experiments,"The novel method, MCD splits, achieves a significantly higher compound divergence at a similar atom divergence compared to other approaches.","['1912.09713_11_0', '1912.09713_0_1', '1912.09713_6_3']","['Conclusion and Outlook', 'Introduction', 'Compositionality Experiments for CFQ and scan']",0.09523809523809523,False,0.8333,exp4_chunksize,256
c515269b37cc186f6f82ab9ada5d9ca176335ded,1909.02635,What evidence do they present that the model attends to shallow context clues?,Using model gradients with respect to input features they presented that the most important model inputs are verbs associated with entities which shows that the model attends to shallow context clues,"Figure FIGREF37 shows that the model learns to extract shallow clues of identifying actions exerted upon only the entity being tracked, regardless of other entities, by leveraging verb semantics.","['1909.02635_28_0', '1909.02635_0_0', '1909.02635_6_0']","['Analysis ::: Gradient based Analysis', 'Introduction', 'Entity-Conditioned Models']",0.0,False,1.0,exp4_chunksize,256
73e715e485942859e1db75bfb5f35f1d5eb79d2e,1703.08885,How can a neural model be used for a retrieval if the input is the entire Wikipedia?,"Using the answer labels in the training set, we can find appropriate articles that include the information requested in the question.",I don't know.,"['1703.08885_2_0', '1703.08885_6_0', '1703.08885_0_2']","['Comprehension Model', 'Learning Model (R2)', 'Introduction']",0.5,True,0.0,exp4_chunksize,256
0be0c8106df5fde4b544af766ec3d4a3d7a6c8a2,1711.06288,Is there any human evaluation involved in evaluating this famework?,yes,"Yes, two human evaluations were carried out using Mechanical Turk to compare the performance of the model and the baseline.","['1711.06288_7_0', '1711.06288_8_1', '1711.06288_6_2']","['Experiments on ReferIt', 'Experiments on Oxford-102 Flower Dataset', 'Experiments on CoSaL']",0.0,False,0.8889,exp4_chunksize,256
059acc270062921ad27ee40a77fd50de6f02840a,1702.03274,Do the authors test on datasets other than bAbl?,no,I don't know.,"['1702.03274_3_0', '1702.03274_3_2', '1702.03274_4_0']","['Supervised learning evaluation I', 'Supervised learning evaluation I', 'Supervised learning evaluation II']",0.0,True,0.0,exp4_chunksize,256
8fa7011e7beaa9fb4083bf7dd75d1216f9c7b2eb,1704.04539,Do the authors test their annotation projection techniques on tasks other than AMR?,no,I don't know.,"['1704.04539_2_0', '1704.04539_5_0', '1704.04539_5_2']","['Method 1: Annotation Projection', 'Experiments', 'Experiments']",0.0,True,0.0,exp4_chunksize,256
2480dfe2d996afef840a81bd920aeb9c26e5b31d,1911.08829,What compleentary PIE extraction methods are used to increase reliability further?,exact string matching inflectional string matching,Inflectional string matching and parse-based extraction.,"['1911.08829_27_1', '1911.08829_28_6', '1911.08829_9_0']","['Dictionary-based PIE Extraction ::: Results', 'Dictionary-based PIE Extraction ::: Analysis', 'Related Work ::: Annotated Corpora and Annotation Schemes for Idioms ::: Overview']",0.0,False,0.8333,exp4_chunksize,256
e2b0cd30cf56a4b13f96426489367024310c3a05,2001.07786,How is evaluation performed?,As the metric to assess how well the model's output fits the gold ranking Spearman's $\rho $ was used,"The evaluation is performed in terms of the predictions made by the models, and parameters can be tuned further in the analysis phase.","['2001.07786_1_0', '2001.07786_19_1', '2001.07786_19_2']","['Task', 'Results and Discussion', 'Results and Discussion']",0.0,False,0.7368,exp4_chunksize,256
5d83b073635f5fd8cd1bdb1895d3f13406583fbd,1909.08859,What are previously reported models?,Hasty Student Impatient Reader BiDAF BiDAF w/ static memory,Hasty Student and Impatient Reader.,"['1909.08859_0_0', '1909.08859_11_0', '1909.08859_10_0']","['Introduction', 'Experiments ::: Baselines', 'Experiments ::: Training Details']",0.0,False,0.8,exp4_chunksize,256
09f0dce416a1e40cc6a24a8b42a802747d2c9363,1810.04528,Which word embeddings are analysed?,Continuous Bag-of-Words (CBOW),Portuguese embeddings.,"['1810.04528_4_0', '1810.04528_2_0', '1810.04528_0_0']","['Experiments', 'Portuguese Embedding', 'Introduction']",0.0,False,1.0,exp4_chunksize,256
252677c93feb2cb0379009b680f0b4562b064270,2003.01006,How large is the dataset?,"6,127 scientific entities, including 2,112 Process, 258 Method, 2,099 Material, and 1,658 Data entities",I don't know.,"['2003.01006_20_0', '2003.01006_16_0', '2003.01006_2_0']","['Appendix: Supplemental Material', 'Scientific Entity Resolution ::: Our Annotation Process ::: Annotated Corpus Characteristics', ':::  :::']",0.5,True,0.0,exp4_chunksize,256
ac706631f2b3fa39bf173cd62480072601e44f66,2002.02224,Did they experiment on this dataset?,no,I don't know.,"['2002.02224_11_0', '2002.02224_13_0', '2002.02224_3_0']","['Discussion', 'Acknowledgment', 'Related work ::: Data Availability']",0.0,True,0.0,exp4_chunksize,256
9122de265577e8f6b5160cd7d28be9e22da752b2,2001.02885,What were the previously reported results?,Figures FIGREF1 and FIGREF1 contain a summary of the papers addressing speculation detection and scope resolution,I don't know.,"['2001.02885_0_3', '2001.02885_2_0', '2001.02885_3_0']","['Introduction', 'Results: Speculation Cue Detection and Scope Resolution', 'Negation Cue Detection and Scope Resolution']",0.5,True,0.0,exp4_chunksize,256
b5a2b03cfc5a64ad4542773d38372fffc6d3eac7,1906.09774,How are EAC evaluated?,"Qualitatively through efficiency, effectiveness and satisfaction aspects and quantitatively through metrics such as precision, recall, accuracy, BLEU score and even human judgement.","EAC is evaluated based on three categories: affect, ethics and behaviour, and accessibility.","['1906.09774_5_1', '1906.09774_2_0', '1906.09774_2_1']","['Qualitative Assessment', 'Building Emotionally-Aware Chatbot (EAC)', 'Building Emotionally-Aware Chatbot (EAC)']",0.0,False,0.8333,exp4_chunksize,256
3f5f74c39a560b5d916496e05641783c58af2c5d,2004.04696,How are the synthetic examples generated?,"Random perturbation of Wikipedia sentences using mask-filling with BERT, backtranslation and randomly drop out",The synthetic examples are generated as follows: $\tilde{}$ = zen (Pfren(zen | zfr) ) where $z_{\texttt {fr}}^\ast = _{z_{\texttt {fr}}} \left( P_{\texttt {fr}\rightarrow \texttt {en}}(z_{\texttt {fr}} | z ) \right)$.,"['2004.04696_34_0', '2004.04696_0_0', '2004.04696_10_1']","['Implementation Details of the Pre-Training Phase ::: Data Generation ::: Backtranslation:', 'Introduction', 'Pre-Training on Synthetic Data ::: Pre-Training Signals ::: Backtranslation Likelihood:']",0.0,False,0.8889,exp4_chunksize,256
2c8d5e3941a6cc5697b242e64222f5d97dba453c,1909.02560,How much dramatically results drop for models on generated adversarial examples?,BERT on Quora drops from 94.6% to 24.1%,The overall accuracy of BERT on Quora drops from 94.6% to 24.1%.,"['1909.02560_13_1', '1909.02560_15_0', '1909.02560_13_0']","['Experiments ::: Main Results', 'Experiments ::: Adversarial Training', 'Experiments ::: Main Results']",0.0,False,0.9167,exp4_chunksize,256
70e9210fe64f8d71334e5107732d764332a81cb1,1812.06864,what is the state of the art on WSJ?,CNN-DNN-BLSTM-HMM,I don't know.,"['1812.06864_6_2', '1812.06864_6_1', '1812.06864_6_0']","['Experiments', 'Experiments', 'Experiments']",0.0,True,0.0,exp4_chunksize,256
f697d00a82750b14376fe20a5a2b249e98bebe9b,1908.01294,Which deep learning architecture do they use for sentence segmentation?,Bi-LSTM-CRF,Bi-LSTM-CRF (Bidirectional Long Short-Term Memory Conditional Random Field) model.,"['1908.01294_0_1', '1908.01294_3_1', '1908.01294_15_0']","['Introduction', 'English punctuation restoration', 'Conclusions']",0.0,False,0.7778,exp4_chunksize,256
3ebdc15480250f130cf8f5ab82b0595e4d870e2f,1908.10275,How many genres did they collect from?,77 genres,77 genres.,"['1908.10275_1_0', '1908.10275_2_0', '1908.10275_0_1']","['Brief introduction to popular music', 'Data Description', 'Motivation, Background and Related Work']",0.0,False,0.5,exp4_chunksize,256
983c2fe7bdbf471bb8b15db858fd2cbec86b96a5,1911.05343,Do they compare against state of the art text generation?,yes,I don't know.,"['1911.05343_6_0', '1911.05343_0_2', '1911.05343_6_1']","['Experimental Results', 'Introduction', 'Experimental Results']",0.0,True,0.0,exp4_chunksize,256
12eba1598dca14db64dbc8b73484639363a4618e,1909.00338,Which features do they use to model Twitter messages?,"word unigrams, bigrams, and trigrams",I don't know.,"['1909.00338_0_0', '1909.00338_0_1', '1909.00338_2_0']","['Background', 'Background', 'Implementation ::: Data collection']",0.5,True,0.0,exp4_chunksize,256
d13efa7dee280c7c2f6dc451c4fbbf0240fc2efa,1810.07091,Do they differentiate insights where they are dealing with learned or engineered representations?,yes,"Yes, they do. The paper mentions that deep learning methods are ""great engineering tools but they operate as black box methods and it is difficult to extract from them linguistic insights.""","['1810.07091_0_0', '1810.07091_2_0', '1810.07091_9_0']","['Introduction', 'Frozen spots', 'Hand-crafted Features']",0.0,False,0.8276,exp4_chunksize,256
9176d2ba1c638cdec334971c4c7f1bb959495a8e,1809.00530,What are the source and target domains?,"Book, electronics, beauty, music, IMDB, Yelp, cell phone, baby, DVDs, kitchen","The source domain is an existing domain with sufficient labeled data, and the target domain is a new domain with very few or no labeled data.","['1809.00530_0_0', '1809.00530_0_1', '1809.00530_6_1']","['Introduction', 'Introduction', 'Datasets and Experimental Settings']",0.07407407407407407,False,0.8947,exp4_chunksize,256
30db81df46474363d5749d7f6a94b7ef95cd3e01,1811.05085,What domains do they experiment with?,"Twitter, Yelp reviews and movie reviews","Twitter, Yelp reviews, and movie reviews.","['1811.05085_12_0', '1811.05085_1_0', '1811.05085_12_1']","['Results and analysis', 'Task setup', 'Results and analysis']",0.0,False,0.8333,exp4_chunksize,256
ef396a34436072cb3c40b0c9bc9179fee4a168ae,1705.04153,What tasks do they experiment with?,text classification and text semantic matching,They experiment with text classification and semantic matching.,"['1705.04153_13_1', '1705.04153_13_2', '1705.04153_0_1']","['Discussion and Qualitative Analysis', 'Discussion and Qualitative Analysis', 'Introduction']",0.0,False,0.75,exp4_chunksize,256
5d5a571ff04a5fdd656ca87f6525a60e917d6558,1801.09030,Do they impose any grammatical constraints over the generated output?,no,I don't know.,"['1801.09030_4_0', '1801.09030_0_2', '1801.09030_4_2']","['Basic Encoder-Decoder Model', 'Introduction', 'Basic Encoder-Decoder Model']",0.0,True,0.0,exp4_chunksize,256
526ae24fa861d52536b66bcc2d2ddfce483511d6,2002.06675,How big are improvements with multilingual ASR training vs single language training?,relative WER improvement of 10%.,I don't know. The context does not provide information about the improvements with single language training.,"['2002.06675_16_0', '2002.06675_19_1', '2002.06675_20_1']","['End-to-end Speech Recognition ::: Multilingual Training', 'Experimental Evaluation ::: Experimental Setting', 'Experimental Evaluation ::: Results']",0.11764705882352941,True,0.4,exp4_chunksize,256
859e0bed084f47796417656d7a68849eb9cb324f,1806.09103,how are rare words defined?,low-frequency words,"Rare words are defined as the least frequent 10% words, which are replaced with the default UNK notation.","['1806.09103_3_2', '1806.09103_3_0', '1806.09103_5_0']","['Subword-augmented Word Embedding', 'Subword-augmented Word Embedding', 'Dataset and Settings']",0.0,False,0.9375,exp4_chunksize,256
d8627ba08b7342e473b8a2b560baa8cdbae3c7fd,1908.05828,Do the authors train a Naive Bayes classifier on their dataset?,no,I don't know.,"['1908.05828_9_0', '1908.05828_0_1', '1908.05828_1_0']","['Dataset Statistics ::: ILPRL dataset', 'Introduction', 'Related Work']",0.0,True,0.0,exp4_chunksize,256
39492338e27cb90bf1763e4337c2f697cf5082ba,1704.06125,How many CNNs and LSTMs were ensembled?,10 CNNs and 10 LSTMs,10 CNNs and 10 LSTMs were ensembled.,"['1704.06125_7_0', '1704.06125_9_1', '1704.06125_1_1']","['Supervised training', 'Results', 'CNN']",0.0,False,0.8333,exp4_chunksize,256
327e06e2ce09cf4c6cc521101d0aecfc745b1738,2001.11381,What evaluation metrics did they look at?,accuracy with standard deviation,"Gramaticalidad: ortografía, conjugaciones correctas.","['2001.11381_11_0', '2001.11381_9_6', '2001.11381_5_0']","['Experimentos y resultados ::: Resultados', 'Modelos propuestos ::: Modelo 3: Texto enlatado, aprendizaje profundo e interpretación geométrica', 'Modelos propuestos ::: Modelo generativo estocástico usando cadenas de Markov']",0.0,False,0.75,exp4_chunksize,256
ffa7f91d6406da11ddf415ef094aaf28f3c3872d,1906.01081,By how much more does PARENT correlate with human judgements in comparison to other text generation metrics?,Best proposed metric has average correlation with human judgement of 0.913 and 0.846 compared to best compared metrics result of 0.758 and 0.829 on WikiBio and WebNLG challenge.,I don't know. The context does not provide a specific comparison of the correlation values between PARENT and other metrics.,"['1906.01081_10_0', '1906.01081_11_0', '1906.01081_10_1']","['WebNLG Dataset', 'Related Work', 'WebNLG Dataset']",0.09523809523809523,True,0.5789,exp4_chunksize,256
54415efa91566d5d7135fa23bce3840d41a6389e,1704.02686,What dimensions of word embeddings do they produce using factorization?,300-dimensional vectors,300-dimensional vectors.,"['1704.02686_1_0', '1704.02686_0_1', '1704.02686_9_0']","['Related work', 'Introduction', 'Evaluation']",0.0,False,0.5,exp4_chunksize,256
ec62c4cdbeaafc875c695f2d4415bce285015763,1910.03771,What state-of-the-art general-purpose pretrained models are made available under the unified API?,BERT RoBERTa DistilBERT GPT GPT2 Transformer-XL XLNet XLM,I don't know. The context does not mention specific state-of-the-art general-purpose pretrained models.,"['1910.03771_8_2', '1910.03771_8_0', '1910.03771_8_1']","['Library design ::: Core components', 'Library design ::: Core components', 'Library design ::: Core components']",0.14285714285714288,True,0.2308,exp4_chunksize,256
3ee721c3531bf1b9a1356a40205d088c9a7a44fc,1909.05855,How did they gather the data?,"simulation-based dialogue generation, where the user and system roles are simulated to generate a complete conversation flow, which can then be converted to natural language using crowd workers ",They gathered the data using a combination of Wizard-of-Oz setup and simulation-based dialogue generation.,"['1909.05855_1_0', '1909.05855_6_0', '1909.05855_3_0']","['Related Work', 'The Schema-Guided Dialogue Dataset ::: Dataset Analysis', 'The Schema-Guided Dialogue Dataset ::: Services and APIs']",0.13333333333333333,False,0.8571,exp4_chunksize,256
39a450ac15688199575798e72a2cc016ef4316b5,1712.03556,How much performance improvements they achieve on SQuAD?,Compared to baselines SAN (Table 1) shows  improvement of 1.096% on EM and 0.689% F1. Compared to other published SQuAD results (Table 2) SAN is ranked second.,The SAN model achieves a +1.2 improvement in F1 score on AddSent and +0 improvement on AddOneSent.,"['1712.03556_4_1', '1712.03556_3_0', '1712.03556_4_0']","['How robust are the results?', 'Results', 'How robust are the results?']",0.1111111111111111,False,0.9333,exp4_chunksize,256
4bd894c365d85e20753d9d2cb6edebb8d6f422e9,1911.05153,How authors create adversarial test set to measure model robustness?,"we devise a test set consisting of ‘adversarial’ examples, i.e, perturbed examples that can potentially change the base model's prediction.  We use two approaches described in literature: back-translation and noisy sequence autoencoder.","The authors create an adversarial test set by perturbing examples through paraphrasing, using two approaches: back-translation and noisy sequence autoencoder. They then select a subset of utterances that are very similar to the original test set but result in wrong predictions.","['1911.05153_2_0', '1911.05153_14_0', '1911.05153_14_1']","['Robustness Evaluation', 'Results and Discussion', 'Results and Discussion']",0.047619047619047616,False,0.7895,exp4_chunksize,256
86083a02cc9a80b31cac912c42c710de2ef4adfd,2002.08126,How do they obtain language identities?,model is trained to predict language IDs as well as the subwords we add language IDs in the CS point of transcriptio,They constrain the input word embedding with its corresponding language ID.,"['2002.08126_2_1', '2002.08126_0_2', '2002.08126_2_0']","['RNN-T with language bias', 'Introduction', 'RNN-T with language bias']",0.0,False,0.9091,exp4_chunksize,256
81dc39ee6cdacf90d5f0f62134bf390a29146c65,1911.03310,What challenges this work presents that must be solved to build better language-neutral representations?,contextual embeddings do not represent similar semantic phenomena similarly and therefore they are not directly usable for zero-shot cross-lingual tasks,I don't know.,"['1911.03310_1_0', '1911.03310_0_0', '1911.03310_2_0']","['Related Work', 'Introduction', 'Centering mBERT Representations']",0.5,True,0.0,exp4_chunksize,256
fc8bc6a3c837a9d1c869b7ee90cf4e3c39bcd102,1905.06566,Is the baseline a non-heirarchical model like BERT?,There were hierarchical and non-hierarchical baselines; BERT was one of those baselines,"Yes, the baseline is a non-hierarchical model like BERT.","['1905.06566_10_3', '1905.06566_10_2', '1905.06566_10_4']","['Results', 'Results', 'Results']",0.19999999999999998,False,0.5556,exp4_chunksize,256
3513682d4ee2e64725b956c489cd5b5995a6acf2,1907.08937,Which sampling method do they use to approximate similarity between the conditional probability distributions over entity pairs?,monte-carlo sequential sampling,I don't know. The context does not mention a specific sampling method used to approximate the similarity between the conditional probability distributions over entity pairs.,"['1907.08937_0_2', '1907.08937_9_0', '1907.08937_7_0']","['Introduction', 'Relationship with other metrics', 'Defining Similarity']",0.07692307692307693,True,0.6957,exp4_chunksize,256
ecc63972b2783ee39b3e522653cfb6dc5917d522,1706.09673,How do they encourage understanding of literature as part of their objective function?,"They group the existing works in terms of the objective function they optimize - within-tweet relationships, inter-tweet relationships, autoencoder, and weak supervision.",I don't know.,"['1706.09673_2_0', '1706.09673_2_1', '1706.09673_0_0']","['Modeling within-tweet relationships', 'Modeling within-tweet relationships', 'Introduction']",0.5,True,0.0,exp4_chunksize,256
f10325d022e3f95223f79ab00f8b42e3bb7ca040,1709.02271,How are discourse features incorporated into the model?,They derive entity grid with grammatical relations and RST discourse relations and concatenate them with pooling vector for the char-bigrams before feeding to the resulting vector to the softmax layer.,Discourse features are incorporated into the model by populating an entity grid with either grammatical relations (GR) or RST discourse relations (RST).,"['1709.02271_0_1', '1709.02271_2_1', '1709.02271_8_1']","['Introduction', 'Models', 'Analysis']",0.0,False,0.95,exp4_chunksize,256
0bffc3d82d02910d4816c16b390125e5df55fd01,2003.07433,Do the authors mention any possible confounds in this study?,no,I don't know.,"['2003.07433_3_1', '2003.07433_10_0', '2003.07433_3_0']","['Demographics of Clinically Validated PTSD Assessment Tools', 'LAXARY: Explainable PTSD Detection Model ::: Psychometric Validation of PTSD Linguistic Dictionary', 'Demographics of Clinically Validated PTSD Assessment Tools']",0.0,True,0.0,exp4_chunksize,256
0a92352839b549d07ac3f4cb997b8dc83f64ba6f,1708.00111,By how much do they outperform basic greedy and cross-entropy beam decoding?,2 accuracy points,I don't know. The context does not provide information about how much they outperform basic greedy and cross-entropy beam decoding.,"['1708.00111_12_1', '1708.00111_0_1', '1708.00111_5_0']","['Results', 'Introduction', 'Decoding']",0.09523809523809523,True,0.45,exp4_chunksize,256
df2839dbd68ed9d5d186e6c148fa42fce60de64f,1804.05868,How big is the provided treebank?,"1448 sentences more than the dataset from Bhat et al., 2017",I don't know.,"['1804.05868_6_0', '1804.05868_4_1', '1804.05868_8_0']","['Parsing Algorithm', 'Universal Dependencies for Hindi-English', 'Stacking Models']",0.0,True,0.0,exp4_chunksize,256
05c49b9f84772e6df41f530d86c1f7a1da6aa489,1912.08904,What interface does Macaw currently have?,File IO Standard IO Telegram,"Macaw currently supports a command line interface as well as mobile, desktop, and web apps, including a Telegram bot.","['1912.08904_1_0', '1912.08904_0_2', '1912.08904_1_1']","['Macaw Architecture', 'Introduction', 'Macaw Architecture']",0.1,False,0.7647,exp4_chunksize,256
48cf360a7753a23342f53f116eeccc2014bcc8eb,1909.01958,Is Aristo just some modern NLP model (ex. BERT) finetuned od data specific for this task?,yes,I don't know.,"['1909.01958_14_0', '1909.01958_20_0', '1909.01958_9_0']","['Experiments and Results ::: Main Results', 'Summary and Conclusion', 'The Aristo System ::: Large-Scale Language models']",0.0,True,0.0,exp4_chunksize,256
79620a2b4b121b6d3edd0f7b1d4a8cc7ada0b516,1911.11951,What are the state-of-the-art models for the task?,"To the best of our knowledge, our method achieves state-of-the-art results in weighted-accuracy and standard accuracy on the dataset",RoBERTa and BERT.,"['1911.11951_6_0', '1911.11951_8_0', '1911.11951_1_0']","['Ethical Considerations', 'Claim-Article Pair Sequence Length', 'Methodology']",0.0,False,0.6667,exp4_chunksize,256
05671d068679be259493df638d27c106e7dd36d0,1910.02339,What is the performance proposed model achieved on MathQA?,"Operation accuracy: 71.89
Execution accuracy: 55.95",I don't know.,"['1910.02339_17_3', '1910.02339_17_2', '1910.02339_17_0']","['Appendix ::: Implementations of TP-N2F for experiments', 'Appendix ::: Implementations of TP-N2F for experiments', 'Appendix ::: Implementations of TP-N2F for experiments']",0.5,True,0.0,exp4_chunksize,256
e48e750743aef36529fbea4328b8253dbe928b4d,1708.06185,what dataset was used?,WASSA-2017 Shared Task on Emotion Intensity,"The dev data set BIBREF19 was used, which was later merged with the train set to perform 10-fold cross validation.","['1708.06185_0_0', '1708.06185_3_0', '1708.06185_5_0']","['Introduction', 'Regression', 'Experimental Results']",0.0,False,0.8235,exp4_chunksize,256
