question_id,paper_id,question,gold_answer,predicted_answer,retrieved_chunk_ids,retrieved_section_names,f1,idk,proxy_faithfulness,experiment,condition,exact_match,retrieved_chunk_ids_parsed,gold_evidence_flat,ecs
4a61260d6edfb0f93100d92e01cf655812243724,1911.03562,Which 3 NLP areas are cited the most?,"machine translation, statistical machine, sentiment analysis","I don't know. The text only mentions that in 7 of the top 59 most cited areas of research, women received higher average citations than men, but it does not provide the top 3 most cited areas.","['1911.03562_0_0', '1911.03562_13_6', '1911.03562_6_3']","['Introduction', 'Correlation of Age and Gender with Citations ::: Correlation of Academic Age with Citations', 'Areas of Research']",0.0526315789473684,True,0.7097,exp4_chunksize,256,,"['1911.03562_0_0', '1911.03562_13_6', '1911.03562_6_3']",['FLOAT SELECTED: Figure 33 The most cited areas of research along with citation statistics split by gender of the first authors of corresponding papers.'],1.0
eeaceee98ef1f6c971dac7b0b8930ee8060d71c2,2004.03685,What approaches they propose?,"Across models and tasks: The degree (as grayscale) of faithfulness at the level of specific models and tasks. Across input space: The degree of faithfulness at the level of subspaces of the input space, such as neighborhoods of similar inputs, or singular inputs themselves.","They propose a more practical view of faithfulness, calling for a graded criteria that measures the extent and likelihood of an interpretation to be faithful, in practice.","['2004.03685_10_0', '2004.03685_1_1', '2004.03685_0_1']","['Defining Faithfulness', 'Faithfulness vs. Plausibility', 'Introduction']",0.0714285714285714,False,0.92,exp4_chunksize,256,,"['2004.03685_10_0', '2004.03685_1_1', '2004.03685_0_1']","['Across models and tasks: The degree (as grayscale) of faithfulness at the level of specific models and tasks. Perhaps some models or tasks allow sufficiently faithful interpretation, even if the same is not true for others.', 'We argue that a way out of this standstill is in a more practical and nuanced methodology for defining and evaluating faithfulness. We propose the following challenge to the community: We must develop formal definition and evaluation for faithfulness that allows us the freedom to say when a method is sufficiently faithful to be useful in practice.', ""Across input space: The degree of faithfulness at the level of subspaces of the input space, such as neighborhoods of similar inputs, or singular inputs themselves. If we are able to say with some degree of confidence whether a specific decision's explanation is faithful to the model, even if the interpretation method is not considered universally faithful, it can be used with respect to those specific areas or instances only."", 'For example, the method may not be faithful for some question-answering task, but faithful for movie review sentiment, perhaps based on various syntactic and semantic attributes of those tasks.', 'We note two possible approaches to this end:']",0.0
c69f4df4943a2ca4c10933683a02b179a5e76f64,2003.12738,What approach performs better in experiments global latent or sequence of fine-grained latent variables?,"PPL: SVT
Diversity: GVT
Embeddings Similarity: SVT
Human Evaluation: SVT","The approach with sequence of fine-grained latent variables (SVT) performs better in experiments, as it achieves the highest score in terms of two semantic relevance-oriented metrics ($\textbf {EMB}_\textbf {FT}$ and $\textbf {EMB}_\textbf {BERT}$) in the MojiTalk dataset.","['2003.12738_6_0', '2003.12738_23_0', '2003.12738_4_2']","['Sequential Variational Transformer', 'Results ::: Quantitative Analysis', 'Preliminaries ::: Conditional Variational Autoencoder for Dialogue Generation']",0.0,False,0.7742,exp4_chunksize,256,,"['2003.12738_6_0', '2003.12738_23_0', '2003.12738_4_2']","['FLOAT SELECTED: Table 1: Results of Variational Transformer compared to baselines on automatic and human evaluations.', 'Compare to baseline models, the GVT achieves relatively lower reconstruction PPL, which suggests that the global latent variable contains rich latent information (e.g., topic) for response generation. Meanwhile, the sequential latent variables of the SVT encode fine-grained latent information and further improve the reconstruction PPL.']",1.0
dee116df92f9f92d9a67ac4d30e32822c22158a6,1803.02839,Is there a formal proof that the RNNs form a representation of the group?,no,I don't know.,"['1803.02839_2_2', '1803.02839_8_3', '1803.02839_8_2']","['Intuition and motivation', 'Interpretation of results', 'Interpretation of results']",0.0,True,0.0,exp4_chunksize,256,,"['1803.02839_2_2', '1803.02839_8_3', '1803.02839_8_2']","['Second, we propose embedding schemes that explicitly embed words as elements of a Lie group. In practice, these embedding schemes would involve representing words as constrained matrices, and optimizing the elements, subject to the constraints, according to a loss function constructed from invariants of the matrices, and then applying the matrix log to obtain Lie vectors. A prototypical implementation, in which the words are assumed to be in the fundamental representation of the special orthogonal group, INLINEFORM0 , and are conditioned on losses sensitive to the relative actions of words, is the subject of another manuscript presently in preparation.']",0.0
e097c2ec6021b1c1195b953bf3e930374b74d8eb,1910.14443,How is octave convolution concept extended to multiple resolutions and octaves?,"The resolution of the low-frequency feature maps is reduced by an octave – height and width dimensions are divided by 2. In this work, we explore spatial reduction by up to 3 octaves – dividing by $2^t$, where $t=1,2,3$ – and for up to 4 groups. We refer to such a layer as a multi-octave convolutional (MultiOctConv) layer,","The octave convolution concept is extended to multi-scale octave convolutional layers by including lower resolution feature maps with a higher compression rate (reduction by more than one octave), and the use of more than two feature map tensor groups to learn representations at multiple scales.","['1910.14443_1_0', '1910.14443_0_0', '1910.14443_1_2']","['Multi-scale octave convolutions', 'Introduction', 'Multi-scale octave convolutions']",0.0434782608695652,False,0.9474,exp4_chunksize,256,,"['1910.14443_1_0', '1910.14443_0_0', '1910.14443_1_2']","['An octave convolutional layer BIBREF0 factorizes the output feature maps of a convolutional layer into two groups. The resolution of the low-frequency feature maps is reduced by an octave – height and width dimensions are divided by 2. In this work, we explore spatial reduction by up to 3 octaves – dividing by $2^t$, where $t=1,2,3$ – and for up to 4 groups. We refer to such a layer as a multi-octave convolutional (MultiOctConv) layer, and an example with three groups and reductions of one and two octaves is depicted in Fig. FIGREF1.']",1.0
2210178facc0e7b3b6341eec665f3c098abef5ac,1707.05853,What type of recurrent layers does the model use?,GRU,GRU (Gated Recurrent Unit) based RNN.,"['1707.05853_1_1', '1707.05853_1_0', '1707.05853_1_2']","['Proposed Model', 'Proposed Model', 'Proposed Model']",0.0,False,0.5,exp4_chunksize,256,,"['1707.05853_1_1', '1707.05853_1_0', '1707.05853_1_2']","['FLOAT SELECTED: Figure 1: The proposed model with GRU-based cnet encoder for a dialog with three turns. dt are one-hot word vectors of the system dialog acts; wti correspond to the word hypotheses in the timesteps of the cnets of the user utterances; sj , uj are the cnet GRU outputs at the end of each system or user utterance.']",0.0
78577fd1c09c0766f6e7d625196adcc72ddc8438,1912.00955,What dataset is used for train/test of this method?,Training datasets: TTS System dataset and embedding selection dataset. Evaluation datasets: Common Prosody Errors dataset and LFR dataset.,"I don't know. The context mentions the CPE and LFR datasets for evaluation, but it does not specify the dataset used for training.","['1912.00955_6_1', '1912.00955_12_0', '1912.00955_8_0']","['Proposed Systems ::: Applications to LFR', 'Experimental Protocol ::: Subjective evaluation', 'Experimental Protocol ::: Text-to-Speech System']",0.0833333333333333,True,0.5,exp4_chunksize,256,,"['1912.00955_6_1', '1912.00955_12_0', '1912.00955_8_0']","['(i) TTS System dataset: We trained our TTS system with a mixture of neutral and newscaster style speech. For a total of 24 hours of training data, split in 20 hours of neutral (22000 utterances) and 4 hours of newscaster styled speech (3000 utterances).', '(i) Common Prosody Errors (CPE): The dataset on which the baseline Prostron model fails to generate appropriate prosody. This dataset consists of complex utterances like compound nouns (22%), “or"" questions (9%), “wh"" questions (18%). This set is further enhanced by sourcing complex utterances (51%) from BIBREF24.', 'Experimental Protocol ::: Datasets ::: Training Dataset', '(ii) Embedding selection dataset: As the evaluation was carried out only on the newscaster speaking style, we restrict our linguistic search space to the utterances associated to the newscaster style: 3000 sentences.', '(ii) LFR: As demonstrated in BIBREF25, evaluating sentences in isolation does not suffice if we want to evaluate the quality of long-form speech. Thus, for evaluations on LFR we curated a dataset of news samples. The news style sentences were concatenated into full news stories, to capture the overall experience of our intended use case.', 'The systems were evaluated on two datasets:', 'Experimental Protocol ::: Datasets ::: Evaluation Dataset']",0.2857
0ba3ea93eef5660a79ea3c26c6a270eac32dfa4c,1710.0796,Did they use a crowdsourcing platform for annotations?,no,I don't know.,"['1710.07960_1_0', '1710.07960_0_0', '1710.07960_0_1']","['Related work', 'Introduction', 'Introduction']",0.0,True,0.0,exp4_chunksize,256,,"['1710.07960_1_0', '1710.07960_0_0', '1710.07960_0_1']","['When it comes to feature selection, the most unexpected phenomenon observed in this study is low usefulness of the interpretation-based features. According to Table TABREF22 , adding interpretations of neighbouring words ( INLINEFORM0 ) yields very little improvement, while this type of information regarding replacements ( INLINEFORM1 ) even lowers the accuracy. This result could be attributed to two factors. Firstly, more developed replacement generation results in more occurrences, but also causes their tags to differ from the target word by gender or number. They may even not be available at all (in the case of multi-word replacements). The second reason is a difference in language: while in English a word interpretation is represented as one of several dozen part of speech identifiers, in Slavonic languages, such as Polish, we need to specify the values of several tags for each word, leading to thousands of possible interpretations. Obviously, the features based on these tags are very sparse. Finally, the morphosyntactic annotation was performed automatically, which may lead to errors, especially in the case of noisy web text.']",0.0
e6469135e0273481cf11a6c737923630bc7ccfca,1909.05438,What datasets are used in this paper?,WikiSQL SimpleQuestions SequentialQA,I don't know.,"['1909.05438_7_2', '1909.05438_7_1', '1909.05438_4_0']","['Table-Based Semantic Parsing', 'Table-Based Semantic Parsing', 'Quality Controller']",0.5,True,0.0,exp4_chunksize,256,,"['1909.05438_7_2', '1909.05438_7_1', '1909.05438_4_0']","['We conduct experiments on SequentialQA BIBREF9 which is derived from the WikiTableQuestions dataset BIBREF19 . It contains 6,066 question sequences covering 17,553 question-answer pairs. Each sequence includes 2.9 natural language questions on average. Different from WikiSQL which provides the correct logical form for each question, SequentialQA only annotates the correct answer. This dataset is also harder than the previous two, since it requires complex, highly compositional logical forms to get the answer. Existing approaches are evaluated by question answering accuracy, which measures whether the predicted answer is correct or not.', 'Given a natural language INLINEFORM0 and a table INLINEFORM1 with INLINEFORM2 columns and INLINEFORM3 rows as the input, the task is to output a SQL query INLINEFORM4 , which could be executed on table INLINEFORM5 to yield the correct answer of INLINEFORM6 . We conduct experiments on WikiSQL BIBREF8 , which provides 87,726 annotated question-SQL pairs over 26,375 web tables. In this work, we do not use either SQL queries or answers in the training process. We use execution accuracy as the evaluation metric, which measures the percentage of generated SQL queries that result in the correct answer.', 'Given a natural language question and a knowledge graph, the task aims to correctly answer the question with evidences from the knowledge graph. We do our study on SimpleQuestions BIBREF10 , which includes 108,442 simple questions, each of which is accompanied by a subject-relation-object triple. Questions are constructed in a way that subject and relation are mentioned in the question, and that object is the answer. The task requires predicting the entityId and the relation involved in the question.']",0.0
40f87db3a8d1ac49b888ce3358200f7d52903ce7,1702.067,Does the new system utilize pre-extracted bounding boxes and/or features?,yes,I don't know.,"['1702.06700_7_0', '1702.06700_9_0', '1702.06700_10_0']","['Implementation Details', 'Compared Models', 'Results and Analysis']",0.0,True,0.0,exp4_chunksize,256,,"['1702.06700_7_0', '1702.06700_9_0', '1702.06700_10_0']","['We propose to perform saliency-like pre-selection operation to alleviate the problems and model the RoI patterns. The image is first divided into $g\\times g$ grids as illustrated in Figure. 2 . Taking $m\\times m$ grids as a region, with $s$ grids as the stride, we obtain $n\\times n$ regions, where $n=\\left\\lfloor \\frac{g-m}{s}\\right\\rfloor +1$ . We then feed the regions to a pre-trained ResNet BIBREF24 deep convolutional neural network to produce $n\\times n\\times d_I$ -dimensional region features, where $d_I$ is the dimension of feature from the layer before the last fully-connected layer.', 'In this section, we elaborate our model consisting of four parts: (a) image feature pre-selection part which models the tendency where people focus to ask questions, (b) question encoding part which encodes the question words as a condensed semantic embedding, (c) attention-based feature fusion part performs second selection on image features and (d) answer generation part which gives the answer output.']",0.0
3bf429633ecbbfec3d7ffbcfa61fa90440cc918b,1710.06536,How are aspects identified in aspect extraction?,apply an ensemble of deep learning and linguistics t,"Aspects are identified in aspect extraction through two types: explicit aspects, which are words explicitly denoting the opinion target, and implicit aspects, which are inferred concepts representing the opinion target.","['1710.06536_6_3', '1710.06536_8_0', '1710.06536_8_2']","['Introduction', 'Aspect-Based Sentiment Analysis', 'Aspect-Based Sentiment Analysis']",0.0,False,0.7083,exp4_chunksize,256,,"['1710.06536_6_3', '1710.06536_8_0', '1710.06536_8_2']","['Most of the previous works in aspect term extraction have either used conditional random fields (CRFs) BIBREF9 , BIBREF10 or linguistic patterns BIBREF7 , BIBREF11 . Both of these approaches have their own limitations: CRF is a linear model, so it needs a large number of features to work well; linguistic patterns need to be crafted by hand, and they crucially depend on the grammatical accuracy of the sentences. In this chapter, we apply an ensemble of deep learning and linguistics to tackle both the problem of aspect extraction and subjectivity detection.']",1.0
bdc6664cec2b94b0b3769bc70a60914795f39574,1907.08501,How do they measure performance?,"average INLINEFORM0 , INLINEFORM1 , and INLINEFORM2 values","They use classic information retrieval metrics of precision (P), recall (R), and F1.","['1907.08501_4_1', '1907.08501_5_0', '1907.08501_0_1']","['Evaluation Setup', 'Evaluation Results and Discussion', 'INTRODUCTION']",0.1428571428571428,False,0.9231,exp4_chunksize,256,,"['1907.08501_4_1', '1907.08501_5_0', '1907.08501_0_1']","['For DQA four participants answered each question, therefore we took the average INLINEFORM0 , INLINEFORM1 , and INLINEFORM2 values over the four evaluators as the result per question. The detailed answers by the participants and available online.']",1.0
b236b9827253037b2fd7884d7bfec74619d96293,1908.09137,How much better performance of proposed model compared to answer-selection models?,"significant MAP performance improvement compared to the previous best model, CompClip-LM (0.696 to 0.734 absolute)",I don't know. The context does not provide a direct comparison of the proposed model's performance to the answer-selection models.,"['1908.09137_7_0', '1908.09137_0_0', '1908.09137_5_0']","['Experiments ::: Comparisons with Other Methods', 'Introduction', 'Experiments']",0.0952380952380952,True,0.5556,exp4_chunksize,256,,"['1908.09137_7_0', '1908.09137_0_0', '1908.09137_5_0']","['As shown in Table , the proposed PS-rnn-elmo shows a significant MAP performance improvement compared to the previous best model, CompClip-LM (0.696 to 0.734 absolute).']",1.0
7d841b98bcee29aaa9852ef7ceea1213d703deba,1909.02776,Is new approach tested against state of the art?,no,I don't know.,"['1909.02776_14_0', '1909.02776_1_3', '1909.02776_19_0']","['Incorporating Document Features ::: Evaluation Measures', 'Related works', 'Experiments ::: Training Model']",0.0,True,0.0,exp4_chunksize,256,,"['1909.02776_14_0', '1909.02776_1_3', '1909.02776_19_0']","['Another insight gained from these charts is that a random summarizer resulted in scores more than 50% in all measures, and without using document-aware features, the model achieves a small improvement over a random summarizer.']",0.0
f5cf8738e8d211095bb89350ed05ee7f9997eb19,1909.08402,By how much do they outperform standard BERT?,up to four percentage points in accuracy,I don't know. The text does not mention a comparison to standard BERT.,"['1909.08402_11_1', '1909.08402_10_1', '1909.08402_10_0']","['Discussion', 'Results', 'Results']",0.1428571428571428,True,0.3846,exp4_chunksize,256,,"['1909.08402_11_1', '1909.08402_10_1', '1909.08402_10_0']","['In this paper we presented a way of enriching BERT with knowledge graph embeddings and additional metadata. Exploiting the linked knowledge that underlies Wikidata improves performance for our task of document classification. With this approach we improve the standard BERT models by up to four percentage points in accuracy. Furthermore, our results reveal that with task-specific information such as author names and publication metadata improves the classification task essentially compared a text-only approach. Especially, when metadata feature engineering is less trivial, adding additional task-specific information from an external knowledge source such as Wikidata can help significantly. The source code of our experiments and the trained models are publicly available.']",0.0
5787ac3e80840fe4cf7bfae7e8983fa6644d6220,1909.00279,What dataset is used for training?,We collected a corpus of poems and a corpus of vernacular literature from online resources,I don't know.,"['1909.00279_1_1', '1909.00279_2_1', '1909.00279_6_0']","['Related Works', 'Model ::: Main Architecture', 'Experiment']",0.5,True,0.0,exp4_chunksize,256,,"['1909.00279_1_1', '1909.00279_2_1', '1909.00279_6_0']","['Training and Validation Sets We collected a corpus of poems and a corpus of vernacular literature from online resources. The poem corpus contains 163K quatrain poems from Tang Poems and Song Poems, the vernacular literature corpus contains 337K short paragraphs from 281 famous books, the corpus covers various literary forms including prose, fiction and essay. Note that our poem corpus and a vernacular corpus are not aligned. We further split the two corpora into a training set and a validation set.']",0.0
ea6764a362bac95fb99969e9f8c773a61afd8f39,1607.06025,What is the highest accuracy score achieved?,82.0%,"I don't know. The context mentions that the accuracy of the classifier generated on the original human-crafted dataset is not specified, but it mentions that the accuracy of the classifier generated by AttEmbedDecoder is only 2.7% lower than the accuracy of the classifier generated on the original human-crafted dataset.","['1607.06025_11_1', '1607.06025_12_0', '1607.06025_11_2']","['Preliminary evaluation', 'Other models', 'Preliminary evaluation']",0.0,True,0.7037,exp4_chunksize,256,,"['1607.06025_11_1', '1607.06025_12_0', '1607.06025_11_2']",['FLOAT SELECTED: Table 4: The performance of classifiers trained on the original and generated datasets. The classifiers were tested on original test set. The generated datasets were generated by the models from Table 3. The generated datasets were filtered with threshold 0.6.'],1.0
944d5dbe0cfc64bf41ea36c11b1d378c408d40b8,1911.01799,Which of the two speech recognition models works better overall on CN-Celeb?,x-vector,I don't know.,"['1911.01799_1_0', '1911.01799_0_2', '1911.01799_3_0']","['The CN-Celeb dataset ::: Data description', 'Introduction', 'The CN-Celeb dataset ::: Collection pipeline']",0.0,True,0.0,exp4_chunksize,256,,"['1911.01799_1_0', '1911.01799_0_2', '1911.01799_3_0']",['FLOAT SELECTED: Table 4. EER(%) results of the i-vector and x-vector systems trained on VoxCeleb and evaluated on three evaluation sets.'],0.0
6ca938324dc7e1742a840d0a54dc13cc207394a1,1903.09722,What dataset do they use?,German newscrawl distributed by WMT'18  English newscrawl data WMT'18 English-German (en-de) news translation task  WMT'18 English-Turkish (en-tr) news task,The datasets used are the German newscrawl (260M sentences or 6B tokens) and the English newscrawl data (193M sentences or 5B tokens).,"['1903.09722_7_0', '1903.09722_4_0', '1903.09722_7_1']","['Machine translation', 'Datasets', 'Machine translation']",0.0,False,0.6471,exp4_chunksize,256,,"['1903.09722_7_0', '1903.09722_4_0', '1903.09722_7_1']","['We consider the abstractive document summarization task comprising over 280K news articles paired with multi-sentence summaries. is a widely used dataset for abstractive text summarization. Following BIBREF11 , we report results on the non-anonymized version of rather than the entity-anonymized version BIBREF12 , BIBREF13 because the language model was trained on full text. Articles are truncated to 400 tokens BIBREF11 and we use a BPE vocabulary of 32K types BIBREF14 . We evaluate in terms of F1-Rouge, that is Rouge-1, Rouge-2 and Rouge-L BIBREF15 .', ""For WMT'18 English-Turkish, we use all of the available bitext comprising 208K sentence-pairs without any filtering. We develop on newstest2017 and test on newstest2018. For en-tr we only experiment with adding representations to the encoder and therefore apply the language model vocabulary to the source side. For the target vocabulary we learn a BPE code with 32K merge operations on the Turkish side of the bitext. Both datasets are evaluated in terms of case-sensitive de-tokenized BLEU BIBREF9 , BIBREF10 ."", ""We train language models on two languages: One model is estimated on the German newscrawl distributed by WMT'18 comprising 260M sentences or 6B tokens. Another model is trained on the English newscrawl data comprising 193M sentences or 5B tokens. We learn a joint Byte-Pair-Encoding (BPE; Sennrich et al., 2016) vocabulary of 37K types on the German and English newscrawl and train the language models with this vocabulary."", ""We consider two benchmarks: Most experiments are run on the WMT'18 English-German (en-de) news translation task and we validate our findings on the WMT'18 English-Turkish (en-tr) news task. For WMT'18 English-German, the training corpus consists of all available bitext excluding the ParaCrawl corpus and we remove sentences longer than 250 tokens as well as sentence-pairs with a source/target length ratio exceeding 1.5. This results in 5.18M sentence pairs. We tokenize all data with the Moses tokenizer BIBREF8 and apply the BPE vocabulary learned on the monolingual corpora.""]",0.5
f52ec4d68de91dba66668f0affc198706949ff90,1906.07668,What other interesting correlations are observed?,Women-Yoga,I don't know.,"['1906.07668_12_0', '1906.07668_6_0', '1906.07668_0_0']","['Visualization', 'Methodology', 'Introduction']",0.0,True,0.0,exp4_chunksize,256,,"['1906.07668_12_0', '1906.07668_6_0', '1906.07668_0_0']","['We observe interesting hidden correlation in data. Fig. FIGREF24 has Topic 2 as selected topic. Topic 2 contains top-4 co-occurring keywords ""vegan"", ""yoga"", ""job"", ""every_woman"" having the highest term frequency. We can infer different things from the topic that ""women usually practice yoga more than men"", ""women teach yoga and take it as a job"", ""Yogi follow vegan diet"". We would say there are noticeable correlation in data i.e. `Yoga-Veganism\', `Women-Yoga\'.']",1.0
a4d115220438c0ded06a91ad62337061389a6747,1809.01202,What types of social media did they consider?,Facebook status update messages,I don't know.,"['1809.01202_10_1', '1809.01202_5_0', '1809.01202_4_1']","['Complete Pipeline', 'Experiment', 'Model']",0.0,True,0.0,exp4_chunksize,256,,"['1809.01202_10_1', '1809.01202_5_0', '1809.01202_4_1']","['We created our own causal explanation dataset by collecting 3,268 random Facebook status update messages. Three well-trained annotators manually labeled whether or not each message contains the causal explanation and obtained 1,598 causality messages with substantial agreement ( $\\kappa =0.61$ ). We used the majority vote for our gold standard. Then, on each causality message, annotators identified which text spans are causal explanations.']",0.0
771b373d09e6eb50a74fffbf72d059ad44e73ab0,1912.01673,How do they introduce language variation?, we were looking for original and uncommon sentence change suggestions,"They introduce language variation by automatically generating sentence variations, such as synonym substitution, not-negation, and quantifier-negation.","['1912.01673_1_1', '1912.01673_1_2', '1912.01673_0_2']","['Background', 'Background', 'Introduction']",0.0,False,0.5625,exp4_chunksize,256,,"['1912.01673_1_1', '1912.01673_1_2', '1912.01673_0_2']","['We acquired the data in two rounds of annotation. In the first one, we were looking for original and uncommon sentence change suggestions. In the second one, we collected sentence alternations using ideas from the first round. The first and second rounds of annotation could be broadly called as collecting ideas and collecting data, respectively.']",0.0
5260cb56b7d127772425583c5c28958c37cb9bea,1701.04056,How long of dialog history is captured?,two previous turns,The dialog history of 2 turns is captured.,"['1701.04056_11_1', '1701.04056_6_0', '1701.04056_7_0']","['Results and Analysis', 'Interactive Dialog Context LM', 'External State Interactive Dialog Context LM']",0.0,False,0.75,exp4_chunksize,256,,"['1701.04056_11_1', '1701.04056_6_0', '1701.04056_7_0']","['We use the Switchboard Dialog Act Corpus (SwDA) in evaluating our contextual langauge models. The SwDA corpus extends the Switchboard-1 Telephone Speech Corpus with turn and utterance-level dialog act tags. The utterances are also tagged with part-of-speech (POS) tags. We split the data in folder sw00 to sw09 as training set, folder sw10 as test set, and folder sw11 to sw13 as validation set. The training, validation, and test sets contain 98.7K turns (190.0K utterances), 5.7K turns (11.3K utterances), and 11.9K turns (22.2K utterances) respectively. Maximum turn length is set to 160. The vocabulary is defined with the top frequent 10K words.', ""The previously proposed contextual language models, such as DRNNLM and CCDCLM, treat dialog history as a sequence of inputs, without modeling dialog interactions. A dialog turn from one speaker may not only be a direct response to the other speaker's query, but also likely to be a continuation of his own previous statement. Thus, when modeling turn $k$ in a dialog, we propose to connect the last RNN state of turn $k-2$ directly to the starting RNN state of turn $k$ , instead of letting it to propagate through the RNN for turn $k-1$ . The last RNN state of turn $k-1$ serves as the context vector to turn $k$ , which is fed to turn $k$ 's RNN hidden state at each time step together with the word input. The model architecture is as shown in Figure 2 . The context vector $c$ and the initial RNN hidden state for the $k$ th turn $h^{\\mathbf {U}_k}_{0}$ are defined as:""]",0.5
005cca3c8ab6c3a166e315547a2259020f318ffb,2003.04642,How does proposed qualitative annotation schema looks like?,The resulting taxonomy of the framework is shown in Figure FIGREF10,"The proposed qualitative annotation schema is adapted around lexical semantics and syntax, focusing on features that introduce variance between the supporting facts and the question.","['2003.04642_10_0', '2003.04642_7_0', '2003.04642_0_1']","['Application of the Framework ::: Annotation Task', 'Framework for MRC Gold Standard Analysis ::: Dimensions of Interest ::: Linguistic Complexity', 'Introduction']",0.0,False,0.9091,exp4_chunksize,256,,"['2003.04642_10_0', '2003.04642_7_0', '2003.04642_0_1']","['In this section we describe a methodology to categorise gold standards according to linguistic complexity, required reasoning and background knowledge, and their factual correctness. Specifically, we use those dimensions as high-level categories of a qualitative annotation schema for annotating question, expected answer and the corresponding context. We further enrich the qualitative annotations by a metric based on lexical cues in order to approximate a lower bound for the complexity of the reading comprehension task. By sampling entries from each gold standard and annotating them, we obtain measurable results and thus are able to make observations about the challenges present in that gold standard data.', 'FLOAT SELECTED: Figure 3: The hierarchy of categories in our proposed annotation framework. Abstract higher-level categories are presented in bold while actual annotation features are shown in italics.', 'The resulting taxonomy of the framework is shown in Figure FIGREF10. The full catalogue of features, their description, detailed annotation guideline as well as illustrating examples can be found in Appendix .']",0.0
b34c60eb4738e0439523bcc679fe0fe70ceb8bde,1907.10738,How is OpenBookQA different from other natural language QA?,in the OpenBookQA setup the open book part is much larger the open book part is much larger (than a small paragraph) and is not complete as additional common knowledge may be required,"OpenBookQA is different from other natural language QA in that it focuses on ""deeper understanding of the materials and its application to new situations"" rather than memorization, and it requires both facts from an open book and common knowledge.","['1907.10738_0_1', '1907.10738_0_0', '1907.10738_12_0']","['Introduction', 'Introduction', 'Conclusion']",0.0,False,0.8286,exp4_chunksize,256,,"['1907.10738_0_1', '1907.10738_0_0', '1907.10738_12_0']","['The OpenBookQA dataset has a collection of questions and four answer choices for each question. The dataset comes with 1326 facts representing an open book. It is expected that answering each question requires at least one of these facts. In addition it requires common knowledge. To obtain relevant common knowledge we use an IR system BIBREF6 front end to a set of knowledge rich sentences. Compared to reading comprehension based QA (RCQA) setup where the answers to a question is usually found in the given small paragraph, in the OpenBookQA setup the open book part is much larger (than a small paragraph) and is not complete as additional common knowledge may be required. This leads to multiple challenges. First, finding the relevant facts in an open book (which is much bigger than the small paragraphs in the RCQA setting) is a challenge. Then, finding the relevant common knowledge using the IR front end is an even bigger challenge, especially since standard IR approaches can be misled by distractions. For example, Table 1 shows a sample question from the OpenBookQA dataset. We can see the retrieved missing knowledge contains words which overlap with both answer options A and B. Introduction of such knowledge sentences increases confusion for the question answering model. Finally, reasoning involving both facts from open book, and common knowledge leads to multi-hop reasoning with respect to natural language text, which is also a challenge.']",1.0
56123dd42cf5c77fc9a88fc311ed2e1eb672126e,1911.09886,What is previous work authors reffer to?,SPTree Tagging CopyR HRL GraphR N-gram Attention,I don't know.,"['1911.09886_6_2', '1911.09886_6_3', '1911.09886_7_0']","['Encoder-Decoder Architecture ::: Relation Tuple Extraction', 'Encoder-Decoder Architecture ::: Relation Tuple Extraction', 'Encoder-Decoder Architecture ::: Attention Modeling']",0.5,True,0.0,exp4_chunksize,256,,"['1911.09886_6_2', '1911.09886_6_3', '1911.09886_7_0']","['We compare our model with the following state-of-the-art joint entity and relation extraction models:', '(1) SPTree BIBREF4: This is an end-to-end neural entity and relation extraction model using sequence LSTM and Tree LSTM. Sequence LSTM is used to identify all the entities first and then Tree LSTM is used to find the relation between all pairs of entities.', '(2) Tagging BIBREF5: This is a neural sequence tagging model which jointly extracts the entities and relations using an LSTM encoder and an LSTM decoder. They used a Cartesian product of entity tags and relation tags to encode the entity and relation information together. This model does not work when tuples have overlapping entities.', '(5) GraphR BIBREF14: This model considers each token in a sentence as a node in a graph, and edges connecting the nodes as relations between them. They use graph convolution network (GCN) to predict the relations of every edge and then filter out some of the relations.', '(3) CopyR BIBREF6: This model uses an encoder-decoder approach for joint extraction of entities and relations. It copies only the last token of an entity from the source sentence. Their best performing multi-decoder model is trained with a fixed number of decoders where each decoder extracts one tuple.', '(4) HRL BIBREF11: This model uses a reinforcement learning (RL) algorithm with two levels of hierarchy for tuple extraction. A high-level RL finds the relation and a low-level RL identifies the two entities using a sequence tagging approach. This sequence tagging approach cannot always ensure extraction of exactly two entities.', '(6) N-gram Attention BIBREF9: This model uses an encoder-decoder approach with N-gram attention mechanism for knowledge-base completion using distantly supervised data. The encoder uses the source tokens as its vocabulary and the decoder uses the entire Wikidata BIBREF15 entity IDs and relation IDs as its vocabulary. The encoder takes the source sentence as input and the decoder outputs the two entity IDs and relation ID for every tuple. During training, it uses the mapping of entity names and their Wikidata IDs of the entire Wikidata for proper alignment. Our task of extracting relation tuples with the raw entity names from a sentence is more challenging since entity names are not of fixed length. Our more generic approach is also helpful for extracting new entities which are not present in the existing knowledge bases such as Wikidata. We use their N-gram attention mechanism in our model to compare its performance with other attention models (Table TABREF17).']",0.0
