question_id,paper_id,question,gold_answer,predicted_answer,retrieved_chunk_ids,retrieved_section_names,f1,exact_match,idk,experiment,condition
25c4fa78299481788a19d0c25ae07dfd8cb6315c,1901.04085,What is the TREC-CAR dataset?,"in this dataset, the input query is the concatenation of a Wikipedia article title with the title of one of its section. The relevant passages are the paragraphs within that section","The TREC-CAR dataset is a passage ranking dataset that consists of all English Wikipedia paragraphs, except abstracts, with queries being the concatenation of a Wikipedia article title and one of its section titles.","['1901.04085_3_0', '1901.04085_2_0', '1901.04085_0_0']","['TREC-CAR', 'MS MARCO', 'Introduction']",0.05882352941176471,0.0,False,exp1_boundary,clean
f8da63df16c4c42093e5778c01a8e7e9b270142e,2002.04095,How is segmentation quality evaluated?,"Segmentation quality is evaluated by calculating the precision, recall, and F-score of the automatic segmentations in comparison to the segmentations made by expert annotators from the ANNODIS subcorpus.","The segmentation quality is evaluated by calculating the precision (P), recall (R), and F-score.","['2002.04095_6_1', '2002.04095_7_0', '2002.04095_8_0']","['Experiments', 'Experiments ::: Results', 'Conclusions, discussion and perspectives']",0.13333333333333333,0.0,False,exp1_boundary,boundary_cut
d7b60abb0091246e29d1a9c28467de598e090c20,1706.01875,What was the baseline?,"stochastic gradient descent, naive bayes, decision tree",I don't know.,"['1706.01875_5_0', '1706.01875_4_0', '1706.01875_0_0']","['Measurements', 'Classifier evaluation', 'Introduction']",0.5,0.0,True,exp1_boundary,clean
3b995a7358cefb271b986e8fc6efe807f25d60dc,1908.07218,What types of word representations are they evaluating?,GloVE; SGNS,I don't know.,"['1908.07218_6_0', '1908.07218_2_0', '1908.07218_5_1']","['Accurate Analogy', 'Lexicon', 'Analogical Word Pairs']",0.0,0.0,True,exp1_boundary,clean
500a8ec1c56502529d6e59ba6424331f797f31f0,1706.06894,How many tweets did they collect?,700 ,"They collected 1 million random tweets for each of two different periods of 20 consecutive days, resulting in a total of 2 million tweets. However, they only used one of these sets, which corresponds to the period between August 18 and September 6, 2015, and filtered it to 700 tweets.","['1706.06894_1_0', '1706.06894_0_1', '1706.06894_2_0']","['A Stance Detection Data Set', 'Introduction', 'Stance Detection Experiments Using SVM Classifiers']",0.0,0.0,False,exp1_boundary,boundary_cut
d353a6bbdc66be9298494d0c853e0d8d752dec4b,2004.04435,How is correctness of automatic derivation proved?,"empirically compare automatic differentiation (AD, our implementation based on Clad) and numerical differentiation (ND, based on finite difference method)",I don't know.,"['2004.04435_3_0', '2004.04435_6_0', '2004.04435_4_0']","['Background ::: AD Implementations', 'Results ::: Accuracy', 'Architecture and Implementation']",0.5,0.0,True,exp1_boundary,clean
d6e353e0231d09fd5dcba493544d53706f3fe1ab,1912.01852,How is the quality of singing voice measured?,"To compare the conversions between USVC and PitchNet, we employed an automatic evaluation score and a human evaluation score.",The quality of the converted singing voice is measured using Mean Opinion Score (MOS) with two questions: (1) what is the quality of the audio? (naturalness) and (2) how well does the converted version match the original? (similarity).,"['1912.01852_0_0', '1912.01852_7_0', '1912.01852_2_0']","['Introduction', 'Experiments ::: Evaluation', 'Method ::: Training Loss']",0.0,0.0,False,exp1_boundary,clean
f875337f2ecd686cd7789e111174d0f14972638d,1611.02988,Which existing benchmarks did they compare to?,Affective Text Fairy Tales ISEAR,I don't know,"['1611.02988_1_0', '1611.02988_12_0', '1611.02988_9_0']","['Facebook reactions as labels', 'Discussion, conclusions and future work', 'Features']",0.5,0.0,True,exp1_boundary,clean
b66c9a4021b6c8529cac1a2b54dacd8ec79afa5f,1909.08089,What do they mean by global and local context?,"global (the whole document) local context (e.g., the section/topic)","Global context refers to the whole document, while local context refers to the specific section or topic that a sentence falls into.","['1909.08089_0_1', '1909.08089_8_0', '1909.08089_15_1']","['Introduction', 'Document Encoder', 'Results and Analysis']",0.08695652173913045,0.0,False,exp1_boundary,clean
3604c4fba0a82d7139efd5ced47612c90bd10601,2001.10179,"Is their implementation on CNN-DSA compared to GPU implementation in terms of power consumption, accuracy and speed?",no,"I don't know. The context only mentions the potential of the Super Characters method to be deployed in large scale by saving power and fast inference speed due to the wide availability of low-power CNN accelerator chips, but does not compare it to a GPU implementation.","['2001.10179_0_0', '2001.10179_5_0', '2001.10179_2_0']","['Introduction', 'Experiments ::: Design SuperCharacters Image ::: Design Option Two', 'Experiments ::: Data Exploration']",0.0,0.0,True,exp1_boundary,clean
63a1cbe66fd58ff0ead895a8bac1198c38c008aa,1912.08960,Which existing models are evaluated?,Show&Tell and LRCN1u,Show&Tell and LRCN1u models.,"['1912.08960_7_0', '1912.08960_9_0', '1912.08960_10_0']","['Experimental Setup ::: Datasets', 'Results', 'Discussions and Conclusions']",0.0,0.0,False,exp1_boundary,clean
1beb4a590fa6127a138f4ed1dd13d5d51cc96809,1610.08815,What are the network's baseline features?,The features extracted from CNN.,"The baseline features used in the experiment are word n-grams, skipgrams, and character n-grams.","['1610.08815_4_1', '1610.08815_12_0', '1610.08815_4_0']","['General CNN Framework', 'Results on Dataset 1', 'General CNN Framework']",0.0,0.0,False,exp1_boundary,clean
f17ca24b135f9fe6bb25dc5084b13e1637ec7744,1804.05918,What discourse relations does it work best/worst for?,explicit discourse relations,"The text does not explicitly state the discourse relations it works best or worst for. However, it mentions that the model improves performance on the three small classes (Comp, Cont, and Temp) and the contingency relation.","['1804.05918_0_0', '1804.05918_0_1', '1804.05918_10_0']","['Introduction', 'Introduction', 'Experimental Results']",0.0,0.0,False,exp1_boundary,boundary_cut
4bc2784be43d599000cb71d31928908250d4cef3,2002.01664,What is the GhostVLAD approach?,extension of the NetVLAD adds Ghost clusters along with the NetVLAD clusters,"GhostVLAD is an extension of the NetVLAD approach, which adds Ghost clusters along with the NetVLAD clusters to map noisy or irrelevant content into ghost clusters and are not included during the feature aggregation stage.","['2002.01664_2_0', '2002.01664_3_0', '2002.01664_0_1']","['POOLING STRATEGIES ::: NetVLAD pooling', 'POOLING STRATEGIES ::: GhostVLAD pooling', 'INTRODUCTION']",0.0,0.0,False,exp1_boundary,clean
90159e143487505ddc026f879ecd864b7f4f479e,1909.06522,How much of the ASR grapheme set is shared between languages?,Little overlap except common basic Latin alphabet and that Hindi and Marathi languages use same script.,"The character sets of the 7 languages have little overlap except that they all include the common basic Latin alphabet, and both Hindi and Marathi use the Devanagari script.","['1909.06522_10_0', '1909.06522_0_0', '1909.06522_0_1']","['Experiments ::: Data', 'Introduction', 'Introduction']",0.0,0.0,False,exp1_boundary,clean
8a0a51382d186e8d92bf7e78277a1d48958758da,1908.11546,How better is gCAS approach compared to other approaches?,"For entity  F1 in the movie, taxi and restaurant domain it results in scores of 50.86, 64, and 60.35. For success, it results it outperforms in the movie and restaurant domain with scores of 77.95 and 71.52","gCAS outperforms other methods in Entity F$_1$ in all three domains, and in Success F$_1$ in the movie and restaurant domains. It also outperforms all other models in acts prediction in terms of F$_1$ score and frame prediction.","['1908.11546_6_1', '1908.11546_6_0', '1908.11546_2_0']","['Experiments ::: Result and Error Analysis', 'Experiments ::: Result and Error Analysis', 'Methodology ::: gCAS Cell']",0.0,0.0,False,exp1_boundary,clean
cc850bc8245a7ae790e1f59014371d4f35cd46d7,1703.10344,How do they determine the exact section to use the input article?,They use a multi-class classifier to determine the section it should be cited,"The learning objective for determining the exact section to use the input article takes into account the following properties: 

1. Section-templates: account for incomplete section structure for an entity profile by constructing section templates from an entity class.
2. Overall fit: measures the overall fit of a news article to sections in the section templates.","['1703.10344_5_1', '1703.10344_6_0', '1703.10344_6_2']","['Article–Entity Placement', 'Article–Section Placement', 'Article–Section Placement']",0.03571428571428572,0.0,False,exp1_boundary,clean
45f7c03a686b68179cadb1413c5f3c1d373328bd,2004.01862,What is the CORD-19 dataset?,"which contains over 45,000 scholarly articles, including over 33,000 with full text, about COVID-19, SARS-CoV-2, and related coronaviruses","The CORD-19 dataset contains over 45,000 scholarly articles, including over 33,000 with full text, about COVID-19, SARS-CoV-2, and related coronaviruses.","['2004.01862_0_0', '2004.01862_3_0', '2004.01862_1_0']","['Introduction', 'Methods ::: Extracting Sentences Containing Radiological Findings', 'Dataset']",0.0,0.0,False,exp1_boundary,boundary_cut
c77359fb9d3ef96965a9af0396b101f82a0a9de6,1909.00105,How did they obtain the interactions?,from Food.com,"They obtained the interactions from Food.com, a website with user reviews over 18 years (2000-2018).","['1909.00105_2_0', '1909.00105_2_1', '1909.00105_3_0']","['Approach', 'Approach', 'Recipe Dataset: Food.com']",0.0,0.0,False,exp1_boundary,clean
54830abe73fef4e629a36866ceeeca10214bd2c8,1909.09551,How they utilize LDA and Gibbs sampling to evaluate ISWC and WWW publications?,"the LDA approaches to recommendation systems and given the importance of research, we have studied recent impressive articles on this subject and presented a taxonomy of recommendation systems based on LDA of the recent research we evaluated ISWC and WWW conferences articles from DBLP website and used the Gibbs sampling algorithm as an evaluation parameter",I don't know.,"['1909.09551_4_0', '1909.09551_5_0', '1909.09551_9_1']","['Topic model based on recommendation systems: Recent research ::: Topic model based on scientific paper recommendation', 'Topic model based on recommendation systems: Recent research ::: Topic model based on music and video recommendation', 'Topic model based on recommendation systems: Recent research ::: Topic model based on app recommendation']",0.5,0.0,True,exp1_boundary,clean
7aa8375cdf4690fc3b9b1799b0f5a9ec1c1736ed,1809.08731,Is ROUGE their only baseline?,no,No.,"['1809.08731_15_0', '1809.08731_11_0', '1809.08731_9_0']","['Experimental Setup', 'Results and Discussion', 'Baseline Metrics']",0.0,0.0,False,exp1_boundary,clean
55139fcfe04ce90aad407e2e5a0067a45f31e07e,1806.04511,how did the authors translate the reviews to other languages?,Using Google translation API.,I don't know. The context does not mention how the authors translated the reviews to other languages.,"['1806.04511_6_0', '1806.04511_5_0', '1806.04511_0_0']","['Discussion', 'Experimental Results', 'Introduction']",0.1111111111111111,0.0,True,exp1_boundary,clean
4d28c99750095763c81bcd5544491a0ba51d9070,1909.04002,What kind of celebrities do they obtain tweets from?,"Amitabh Bachchan, Ariana Grande, Barack Obama, Bill Gates, Donald Trump,
Ellen DeGeneres, J K Rowling, Jimmy Fallon, Justin Bieber, Kevin Durant, Kim Kardashian, Lady Gaga, LeBron James,Narendra Modi, Oprah Winfrey",15 celebrities from various domains.,"['1909.04002_0_0', '1909.04002_3_0', '1909.04002_0_1']","['Introduction', 'Problem Formulation ::: Data', 'Introduction']",0.0,0.0,False,exp1_boundary,clean
a130aa735de3b65c71f27018f20d3c068bafb826,1910.04887,How big is data provided by this research?,16k images and 740k corresponding region descriptions,"The data provided by this research includes:

- 16k images and 740k region descriptions from the Visual Genome dataset.
- 9k images and 54k referring expressions from the ReferIt dataset.
- 1.73M samples for the instance selection model.
- 300K samples for validation and testing.","['1910.04887_4_0', '1910.04887_5_0', '1910.04887_1_0']","['Methods ::: Data and Training Details', 'Results', 'Methods']",0.0,0.0,False,exp1_boundary,clean
33f72c8da22dd7d1378d004cbd8d2dcd814a5291,1804.11297,What is the metric that is measures in this paper?,error rate in a minimal pair ABX discrimination task,The metric that is measured in this paper is the ABX performance.,"['1804.11297_4_1', '1804.11297_3_0', '1804.11297_7_0']","['Sampling', 'ABnet', 'Applications to fully unsupervised setting']",0.0,0.0,False,exp1_boundary,clean
e829f008d62312357e0354a9ed3b0827c91c9401,2001.05493,Which psycholinguistic and basic linguistic features are used?,"Emotion Sensor Feature, Part of Speech, Punctuation, Sentiment Analysis, Empath, TF-IDF Emoticon features",Exploiting psycho-linguistic features with basic linguistic features as meta-data.,"['2001.05493_0_3', '2001.05493_0_0', '2001.05493_0_2']","['Introduction', 'Introduction', 'Introduction']",0.0,0.0,False,exp1_boundary,boundary_cut
8486e06c03f82ebd48c7cfbaffaa76e8b899eea5,2004.02083,How was annotation done?, hand-curated collection of complete inflection tables for 198 lemmata,I don't know.,"['2004.02083_0_0', '2004.02083_7_0', '2004.02083_4_0']","['Introduction', 'Baseline Results ::: Lemmatization', 'The Resource']",0.5,0.0,True,exp1_boundary,clean
7aab78e90ba1336950a2b0534cc0cb214b96b4fd,1804.06506,How are the auxiliary signals from the morphology table incorporated in the decoder?,an additional morphology table including target-side affixes. We inject the decoder with morphological properties of the target language.,"The auxiliary signals from the morphology table are incorporated in the decoder through an attention module that retrieves useful affixes from the morphology table and concatenates them to the last layer, providing the decoder with explicit morphological information.","['1804.06506_5_0', '1804.06506_8_2', '1804.06506_4_0']","['Combining the Extended Output Layer and the Embedded Morphology Table', 'Experimental Results', 'The Auxiliary Output Channel']",0.0,0.0,False,exp1_boundary,clean
521a7042b6308e721a7c8046be5084bc5e8ca246,1810.13024,What is a confusion network or lattice?,"graph-like structures where arcs connect nodes representing multiple hypothesized words, thus allowing multiple incoming arcs unlike 1-best sequences",A confusion network or lattice is a graph-like structure where arcs connected by nodes represent hypothesised words.,"['1810.13024_3_1', '1810.13024_2_0', '1810.13024_2_2']","['Experiments', 'Confusion Network and Lattice Extensions', 'Confusion Network and Lattice Extensions']",0.1111111111111111,0.0,False,exp1_boundary,clean
b6ffa18d49e188c454188669987b0a4807ca3018,1906.11180,What is the reasoning method that is used?,SPARQL,SPARQL queries and reasoning.,"['1906.11180_4_0', '1906.11180_2_0', '1906.11180_1_0']","['Sampling and Training', 'Technical Framework', 'Problem Statement']",0.0,0.0,False,exp1_boundary,boundary_cut
5bb3c27606c59d73fd6944ba7382096de4fa58d8,1912.13337,Do they focus on Reading Comprehension or multiple choice question answering?,MULTIPLE CHOICE QUESTION ANSWERING,They focus on multiple choice question answering.,"['1912.13337_0_0', '1912.13337_16_0', '1912.13337_12_1']","['Introduction', 'Results and Findings ::: Are our Probes Sufficiently Challenging?', 'Probing Methodology and Modeling ::: Task Definition and Modeling ::: Baselines and Sanity Checks.']",0.0,0.0,False,exp1_boundary,clean
ee9b95d773e060dced08705db8d79a0a6ef353da,1909.00183,How are content clusters used to improve the prediction of incident severity?,they are used as additional features in a supervised classification task,Content clusters are used to enhance the performance of a supervised classifier in predicting the degree of harm of an incident based only on free-text descriptions.,"['1909.00183_15_0', '1909.00183_0_1', '1909.00183_0_0']","['Discussion', 'Introduction', 'Introduction']",0.07407407407407407,0.0,False,exp1_boundary,clean
729694a9fe1e05d329b7a4078a596fe606bc5a95,1904.10503,What results do they achieve using their proposed approach?,"F-1 score on the OntoNotes is 88%, and it is 53% on Wiki (gold).",I don't know. The results of their proposed approach are not mentioned in the provided context.,"['1904.10503_0_0', '1904.10503_5_1', '1904.10503_2_0']","['Introduction', 'Entity Linking using Wikidata', 'Evaluation Metrics']",0.11764705882352941,0.0,True,exp1_boundary,clean
182c7919329bc5678cf0c79687a66c0f7782577e,1707.07922,How does the model recognize entities and their relation to answers at inference time when answers are not accessible?,gating function Dynamic Memory,I don't know.,"['1707.07922_0_0', '1707.07922_5_0', '1707.07922_3_0']","['Introduction', 'Analysis', 'Proposed Model']",0.5,0.0,True,exp1_boundary,boundary_cut
9f5507a8c835c4671020d7d310fff2930d44e75a,1805.04570,What languages are explored?,"Danish/Swedish (da/sv), Russian/Bulgarian (ru/bg), Finnish/Hungarian (fi/hu), Spanish/Portuguese (es/pt)",,"['1805.04570_0_0', '1805.04570_14_0', '1805.04570_16_0']","['Introduction', 'Main Results', 'Related Work']",0.0,1.0,False,exp1_boundary,clean
26c290584c97e22b25035f5458625944db181552,1909.06937,What is the size of their dataset?,"10,001 utterances",I don't know.,"['1909.06937_1_0', '1909.06937_6_0', '1909.06937_7_0']","['Background', 'CM-Net ::: CM-block ::: Deliberate Attention', 'CM-Net ::: CM-block ::: Local Calculation']",0.0,0.0,True,exp1_boundary,clean
869aaf397c9b4da7ab52d6dd0961887ae08da9ae,1909.09270,Which languages are evaluated?,"Bengali English, German, Spanish, Dutch Amharic Arabic Hindi Somali ","Dutch, Arabic, Hindi, and Bengali.","['1909.09270_21_0', '1909.09270_5_0', '1909.09270_18_0']","['Bengali Case Study ::: Non-speaker Annotations', 'Constrained Binary Learning ::: NER with CBL ::: Constraints and Stopping Condition', 'Experiments ::: Analysis']",0.0,0.0,False,exp1_boundary,clean
cf15c4652e23829d8fb4cf2a25e64408c18734c1,1811.11365,Why is this work different from text-only UNMT?,"the image can play the role of a pivot “language"" to bridge the two languages without paralleled corpus","This work is different from text-only UNMT because it shows that images can serve as additional information in the training process, guiding the model to converge to a better local optimal point, and that images can help align different languages with similar meanings, even when not available during inferencing.","['1811.11365_12_1', '1811.11365_12_0', '1811.11365_3_0']","['Analysis', 'Analysis', 'Neural Machine Translation']",0.039999999999999994,0.0,False,exp1_boundary,boundary_cut
a81941f933907e4eb848f8aa896c78c1157bff20,1711.03438,"Can the model add new relations to the knowledge graph, or just new entities?",The model does not add new relations to the knowledge graph.,,"['1711.03438_0_1', '1711.03438_0_0', '1711.03438_0_2']","['Introduction', 'Introduction', 'Introduction']",0.0,1.0,False,exp1_boundary,clean
2a6003a74d051d0ebbe62e8883533a5f5e55078b,1702.03342,which neural embedding model works better?,the CRX model,I don't know. The provided context does not compare the performance of the different neural embedding models.,"['1702.03342_1_0', '1702.03342_3_0', '1702.03342_0_1']","['Related Work', 'Concept Raw Context Model (CRC)', 'Introduction']",0.0,0.0,True,exp1_boundary,clean
c348a8c06e20d5dee07443e962b763073f490079,1706.04815,What two components are included in their proposed framework?,evidence extraction and answer synthesis,The two components included in their proposed framework are evidence extraction model and answer synthesis model.,"['1706.04815_11_0', '1706.04815_10_0', '1706.04815_0_0']","['Discussion', 'Result', 'Introduction']",0.0,0.0,False,exp1_boundary,boundary_cut
fd8e23947095fe2230ffe1a478945829b09c8c95,1811.00147,How are meaningful chains in the graph selected?,utilize the machinery of language modeling using deep neural networks to learn Dolores embeddings.,I don't know.,"['1811.00147_9_0', '1811.00147_8_0', '1811.00147_3_1']","['Error Analysis', 'Evaluation Tasks', 'Preliminaries']",0.5,0.0,True,exp1_boundary,boundary_cut
2e6b7afaf14871ed6db674782b93709910020b06,1712.00609,How much better performing is the proposed method over the baselines?,"original models were better in some tasks (CR, MPQA, MRPC) utilizing self-attentive sentence representation further improves performances in 5 out of 8 tasks",I don't know. The provided context does not mention the performance comparison between the proposed method and the baselines.,"['1712.00609_1_0', '1712.00609_0_0', '1712.00609_5_0']","['Related Work', 'Introduction', 'Visual Grounding with Self-Attention']",0.1,0.0,True,exp1_boundary,clean
b974523a6cbd3cdc1fa924243ccc9711bbc7070d,1810.10797,How often are the newspaper websites crawled daily?,RSS feeds in French on a daily basis,I don't know.,"['1810.10797_0_0', '1810.10797_2_0', '1810.10797_3_0']","['Introduction: New Words, NLP and the Logoscope', 'New Words are Collected in Three Stages', 'Stage 1: Detection of Unknown Words']",0.5,0.0,True,exp1_boundary,clean
6b4de7fef3a543215f16042ce6a29186bf84fea4,1911.02821,What pre-trained models did they compare to?,"BERT, ERNIE, and BERT-wwm","ERINE, SPM, BERT.","['1911.02821_2_0', '1911.02821_2_1', '1911.02821_5_0']","['Methodology ::: Word-aligned Attention', 'Methodology ::: Word-aligned Attention', 'Experiments ::: Experiment Results']",0.0,0.0,False,exp1_boundary,clean
5f2bade0881c719ab026bc2e2962e2ada96cdb25,1907.04433,Do they experiment with the toolkits?,yes,I don't know.,"['1907.04433_0_0', '1907.04433_4_0', '1907.04433_5_0']","['Introduction', 'Leveraging the MXNet Ecosystem', 'Requirement, Availability, and Community']",0.0,0.0,True,exp1_boundary,clean
1d9b953a324fe0cfbe8e59dcff7a44a2f93c568d,2002.00876,Does API provide ability to connect to models written in some other deep learning framework?,yes,I don't know.,"['2002.00876_0_0', '2002.00876_2_0', '2002.00876_3_0']","['Introduction', 'Motivating Case Study', 'Library Design']",0.0,0.0,True,exp1_boundary,clean
479fc9e6d6d80e69f425d9e82e618e6b7cd12764,1806.04535,What are the categories of code-mixed puns?,intra-sequential and intra-word,Intra-sentential and intra-word.,"['1806.04535_1_0', '1806.04535_0_0', '1806.04535_4_0']","['Puns', 'Introduction', 'Classification']",0.0,0.0,False,exp1_boundary,boundary_cut
cdf1bf4b202576c39e063921f6b63dc9e4d6b1ff,1703.02507,What metric is used to measure performance?,"Accuracy and F1 score for supervised tasks, Pearson's and Spearman's correlation for unsupervised tasks",,"['1703.02507_11_1', '1703.02507_13_0', '1703.02507_11_0']","['Results and Discussion', 'L1 regularization of models', 'Results and Discussion']",0.0,1.0,False,exp1_boundary,boundary_cut
cc5d3903913fa2e841f900372ec74b0efd5e0c71,1909.08167,Which sentiment analysis tasks are addressed?,12 binary-class classification and multi-class classification of reviews based on rating,"12 binary-class cross-domain sentiment analysis tasks are addressed: B$\rightarrow $D, B$\rightarrow $E, B$\rightarrow $K, D$\rightarrow $B, D$\rightarrow $E, D$\rightarrow $K, E$\rightarrow $B, E$\rightarrow $D, E$\rightarrow $K, K$\rightarrow $B, K$\rightarrow $D, K$\rightarrow $E.","['1909.08167_0_0', '1909.08167_0_1', '1909.08167_10_0']","['Introduction', 'Introduction', 'Experiment ::: Dataset and Task Design ::: Binary-Class.']",0.06060606060606061,0.0,False,exp1_boundary,clean
af7a9b56596f90c84f962098f7e836309161badf,2004.01894,How big is vSTS training data?,1338 pairs for training,I don't know. The context does not mention the size of the vSTS training data.,"['2004.01894_8_0', '2004.01894_2_0', '2004.01894_17_0']","['Evaluation of Representation Models', 'The Visual STS Dataset', 'Conclusions and Future Work']",0.125,0.0,True,exp1_boundary,clean
0ec56e15005a627d0b478a67fd627a9d85c3920e,1806.03125,What can word subspace represent?,"Word vectors, usually in the context of others within the same class",A word subspace can effectively and compactly represent the context of the corresponding text.,"['1806.03125_0_1', '1806.03125_11_0', '1806.03125_4_0']","['Introduction', 'Conclusions and Future Work', 'Word subspace']",0.13333333333333333,0.0,False,exp1_boundary,boundary_cut
d7d41a1b8bbb1baece89b28962d23ee4457b9c3a,1805.12070,What languages are explored in the work?,Mandarin English,Mandarin and English.,"['1805.12070_0_0', '1805.12070_5_0', '1805.12070_4_0']","['Introduction', 'Experimental Setup', 'Model Description']",0.0,0.0,False,exp1_boundary,clean
96a4091f681872e6d98d0efee777d9e820cb8dae,1910.12574,What biases does their model capture?,Data annotation biases where tweet containing disrespectful words are annotated as hate or offensive without any presumption about the social context of tweeters,"The model captures biases from data collection and rules of annotation, such as geographic restriction (United States of America) and language (African American Vernacular English).","['1910.12574_8_0', '1910.12574_8_1', '1910.12574_3_0']","['Experiments and Results ::: Error Analysis', 'Experiments and Results ::: Error Analysis', 'Methodology ::: Fine-Tuning Strategies']",0.0,0.0,False,exp1_boundary,boundary_cut
1405824a6845082eae0458c94c4affd7456ad0f7,1811.11136,Was the introduced LSTM+CNN model trained on annotated data in a supervised fashion?,yes,,"['1811.11136_3_0', '1811.11136_1_0', '1811.11136_2_0']","['Related Work', 'Our Proposed Methodology', 'Datasets and Experimental Results']",0.0,0.0,False,exp1_boundary,clean
3c16d4cf5dc23223980d9c0f924cb9e4e6943f13,1908.06725,How do they select answer candidates for their QA task?,AMS method.,They put the two candidate paragraphs as candidate answers.,"['1908.06725_9_0', '1908.06725_0_0', '1908.06725_11_0']","['Winograd Schema Challenge', 'Introduction', 'Pre-training Strategy']",0.0,0.0,False,exp1_boundary,clean
76405b76b930a5bbe895e9e96ce4a3cff1b0b1a1,2002.05104,What components are identified as core components for training VQA models?,pre-trained text representations transformer-based encoders together with GRU models attention mechanisms are paramount for learning top performing networks Top-Down is the preferred attention method,"The core components identified for training VQA models are: 

1. Image encoder 
2. Question representation 
3. Fusion and attention strategies","['2002.05104_11_0', '2002.05104_0_1', '2002.05104_8_0']","['Experimental Analysis ::: Attention Mechanism ::: Top-Down Attention', 'Introduction', 'Experimental Analysis ::: Image Encoder']",0.0,0.0,False,exp1_boundary,clean
5c4a2a3d6e02bcbeae784e439441524535916e85,1805.07513,Do they compare with the MAML algorithm?,no,I don't know.,"['1805.07513_2_4', '1805.07513_9_0', '1805.07513_2_0']","['Robust Task Clustering by Matrix Completion', 'Analysis', 'Robust Task Clustering by Matrix Completion']",0.0,0.0,True,exp1_boundary,clean
ca4b66ffa4581f9491442dcec78ca556253c8146,1905.08949,Do they survey visual question generation work?,yes,"Yes, they survey visual question generation work, specifically categorizing it into grounded- and open-ended VQG.","['1905.08949_16_0', '1905.08949_0_0', '1905.08949_17_0']","['Wider Input Modalities', 'Introduction', 'Generation of Deep Questions']",0.0,0.0,False,exp1_boundary,boundary_cut
be7f52c4f2bad20e728785a357c383853d885d94,1904.01608,What is the size of ACL-ARC datasets?,"includes 1,941 citation instances from 186 papers",I don't know.,"['1904.01608_14_0', '1904.01608_8_0', '1904.01608_10_0']","['Acknowledgments', 'Implementation', 'Results']",0.5,0.0,True,exp1_boundary,clean
9e391c8325b48f6119ca4f3d428b1b2b037f5c13,1909.05017,Why did they choose WER as evaluation metric?,WER can reflect our model's effectiveness in generating questions that are similar to those of SQuAD WER can be used for initial analyses,,"['1909.05017_4_0', '1909.05017_4_1', '1909.05017_4_2']","['Results and Discussion', 'Results and Discussion', 'Results and Discussion']",0.0,1.0,False,exp1_boundary,clean
a8e4522ce2ce7336e731286654d6ad0931927a4e,1910.02754,What is result of their Principal Component Analysis?,existing visual features aren't sufficient enough to expect benefits from the visual modality in NMT,"Most of the energy of the visual feature space resides in a low-dimensional subspace, indicating that a few directions disproportionately explain the variance.","['1910.02754_8_0', '1910.02754_0_0', '1910.02754_5_0']","['Results and Analysis ::: Discussion ::: PCA of Visual Features', 'Introduction', 'Results and Analysis']",0.08333333333333333,0.0,False,exp1_boundary,clean
7eb3852677e9d1fb25327ba014d2ed292184210c,2002.11268,How is the training data collected?,"from YouTube videos, with associated transcripts obtained from semi-supervised caption filtering from a Voice Search service","The training data is collected from YouTube and Voice Search. For YouTube, the training set consists of 120M utterances. For Voice Search, the training set consists of 21M utterances.","['2002.11268_12_0', '2002.11268_10_0', '2002.11268_13_0']","['Fine-tuning a YouTube-trained RNN-T using limited Voice Search audio data', 'Cross-domain evaluation: YouTube-trained RNN-T @!START@$\\rightarrow $@!END@ Voice Search ::: RNN-T and RNN-LM model settings', 'Discussion']",0.0,0.0,False,exp1_boundary,clean
f01aa192d97fa3cc36b6e316355dc5da0e9b97dc,1609.00081,What are the baselines model?,(i) Uniform (ii) SVR+W (iii) SVR+O (iv) C4.5SSL (v) GLM,"The baselines models are: 
(i) Uniform: assign 3 to all the references assuming equal intensity, 
(ii) SVR+W: recently proposed Support Vector Regression (SVR) with the feature set mentioned in BIBREF4, 
(iii) SVR+O: SVR model with our feature set, 
(iv) C4.5SSL: C4.5 semi-supervised algorithm with our feature set BIBREF23, 
(v) GLM: the traditional graph-based LP model with our feature set BIBREF9.","['1609.00081_7_0', '1609.00081_5_2', '1609.00081_5_0']","['Experimental Results', 'Features for Learning Model', 'Features for Learning Model']",0.03278688524590164,0.0,False,exp1_boundary,clean
010e3793eb1342225857d3f95e147d8f8467192a,2001.02943,What are the sizes of both datasets?,"The Dutch section consists of 2,333,816 sentences and 53,487,257 words. The SONAR500 corpus consists of more than 500 million words obtained from different domains.","The Europarl dataset consists of 103,871 sentences, and the SoNaR dataset consists of 1,269,091 sentences.","['2001.02943_10_1', '2001.02943_10_0', '2001.02943_3_0']","['Discussion', 'Discussion', 'Preprocessing']",0.0,0.0,False,exp1_boundary,clean
1c68d18b4b65c4d75dc199d2043079490f6310f8,1912.09152,What are the two PharmaCoNER subtasks?,Entity identification with offset mapping and concept indexing,"The two PharmaCoNER subtasks are:

1. Subtask 1: Identifying entities with offsets and mapping them to a predefined set of four classes (PROTEINAS, NORMALIZABLES, NO_NORMALIZABLES, and UNCLEAR).
2. Subtask 2: Providing a list of all SNOMED CT IDs (sctid) for entities occurring in the text, also known as concept indexing.","['1912.09152_6_0', '1912.09152_2_0', '1912.09152_0_1']","['Results', 'Resource building ::: SNOMED CT', 'Introduction']",0.0392156862745098,0.0,False,exp1_boundary,clean
