question_id,paper_id,question,gold_answers,predicted_answer,f1,em,retrieved_chunk_ids
8a0a51382d186e8d92bf7e78277a1d48958758da,1908.11546,How better is gCAS approach compared to other approaches?,"['For entity  F1 in the movie, taxi and restaurant domain it results in scores of 50.86, 64, and 60.35. For success, it results it outperforms in the movie and restaurant domain with scores of 77.95 and 71.52']","gCAS outperforms other methods in Entity F$_1$ in all three domains, and in Success F$_1$ in the movie and restaurant domains. It also outperforms all other models in acts prediction in terms of F$_1$ score and frame prediction.",0.2933,0.0,"['1908.11546_6_1', '1908.11546_6_0', '1908.11546_2_0']"
cc850bc8245a7ae790e1f59014371d4f35cd46d7,1703.10344,How do they determine the exact section to use the input article?,['They use a multi-class classifier to determine the section it should be cited'],"The learning objective for determining the exact section to use the input article takes into account the following properties: 

1. Section-templates: account for incomplete section structure for an entity profile by constructing section templates from an entity class.
2. Overall fit: measures the overall fit of a news article to sections in the section templates.",0.1471,0.0,"['1703.10344_5_1', '1703.10344_6_0', '1703.10344_6_2']"
45f7c03a686b68179cadb1413c5f3c1d373328bd,2004.01862,What is the CORD-19 dataset?,"['which contains over 45,000 scholarly articles, including over 33,000 with full text, about COVID-19, SARS-CoV-2, and related coronaviruses', 'contains over 45,000 scholarly articles, including over 33,000 with full text, about COVID-19, SARS-CoV-2, and related coronaviruses']","The CORD-19 dataset contains over 45,000 scholarly articles, including over 33,000 with full text, about COVID-19, SARS-CoV-2, and related coronaviruses.",0.8649,0.0,"['2004.01862_0_0', '2004.01862_3_0', '2004.01862_1_0']"
c77359fb9d3ef96965a9af0396b101f82a0a9de6,1909.00105,How did they obtain the interactions?,['from Food.com'],"They obtained the interactions from Food.com, a website with user reviews over 18 years (2000-2018).",0.2353,0.0,"['1909.00105_2_0', '1909.00105_2_1', '1909.00105_3_0']"
54830abe73fef4e629a36866ceeeca10214bd2c8,1909.09551,How they utilize LDA and Gibbs sampling to evaluate ISWC and WWW publications?,"['the LDA approaches to recommendation systems and given the importance of research, we have studied recent impressive articles on this subject and presented a taxonomy of recommendation systems based on LDA of the recent research we evaluated ISWC and WWW conferences articles from DBLP website and used the Gibbs sampling algorithm as an evaluation parameter', 'discover the trends of the topics and find relationship between LDA topics and paper features and generate trust tags  learn a LDA model with 100 topics; $\\alpha =0.01$, $\\beta = 0.01$ and using Gibbs sampling as a parameter estimation']",I don't know.,0.0,0.0,"['1909.09551_4_0', '1909.09551_5_0', '1909.09551_9_1']"
7aa8375cdf4690fc3b9b1799b0f5a9ec1c1736ed,1809.08731,Is ROUGE their only baseline?,"['no', 'No, other baseline metrics they use besides ROUGE-L are n-gram overlap, negative cross-entropy, perplexity, and BLEU.']",No.,1.0,1.0,"['1809.08731_15_0', '1809.08731_11_0', '1809.08731_9_0']"
55139fcfe04ce90aad407e2e5a0067a45f31e07e,1806.04511,how did the authors translate the reviews to other languages?,"['Using Google translation API.', 'Google translation API']",I don't know. The context does not mention how the authors translated the reviews to other languages.,0.0,0.0,"['1806.04511_6_0', '1806.04511_5_0', '1806.04511_0_0']"
4d28c99750095763c81bcd5544491a0ba51d9070,1909.04002,What kind of celebrities do they obtain tweets from?,"['Amitabh Bachchan, Ariana Grande, Barack Obama, Bill Gates, Donald Trump,\nEllen DeGeneres, J K Rowling, Jimmy Fallon, Justin Bieber, Kevin Durant, Kim Kardashian, Lady Gaga, LeBron James,Narendra Modi, Oprah Winfrey', 'Celebrities from varioius domains - Acting, Music, Politics, Business, TV, Author, Sports, Modeling.']",15 celebrities from various domains.,0.3529,0.0,"['1909.04002_0_0', '1909.04002_3_0', '1909.04002_0_1']"
a130aa735de3b65c71f27018f20d3c068bafb826,1910.04887,How big is data provided by this research?,['16k images and 740k corresponding region descriptions'],"The data provided by this research includes:

- 16k images and 740k region descriptions from the Visual Genome dataset.
- 9k images and 54k referring expressions from the ReferIt dataset.
- 1.73M samples for the instance selection model.
- 300K samples for validation and testing.",0.25,0.0,"['1910.04887_4_0', '1910.04887_5_0', '1910.04887_1_0']"
33f72c8da22dd7d1378d004cbd8d2dcd814a5291,1804.11297,What is the metric that is measures in this paper?,['error rate in a minimal pair ABX discrimination task'],The metric that is measured in this paper is the ABX performance.,0.1905,0.0,"['1804.11297_4_1', '1804.11297_3_0', '1804.11297_7_0']"
e829f008d62312357e0354a9ed3b0827c91c9401,2001.05493,Which psycholinguistic and basic linguistic features are used?,"['Emotion Sensor Feature, Part of Speech, Punctuation, Sentiment Analysis, Empath, TF-IDF Emoticon features']",Exploiting psycho-linguistic features with basic linguistic features as meta-data.,0.0909,0.0,"['2001.05493_0_3', '2001.05493_0_0', '2001.05493_0_2']"
8486e06c03f82ebd48c7cfbaffaa76e8b899eea5,2004.02083,How was annotation done?,[' hand-curated collection of complete inflection tables for 198 lemmata'],I don't know.,0.0,0.0,"['2004.02083_0_0', '2004.02083_7_0', '2004.02083_4_0']"
7aab78e90ba1336950a2b0534cc0cb214b96b4fd,1804.06506,How are the auxiliary signals from the morphology table incorporated in the decoder?,['an additional morphology table including target-side affixes. We inject the decoder with morphological properties of the target language.'],"The auxiliary signals from the morphology table are incorporated in the decoder through an attention module that retrieves useful affixes from the morphology table and concatenates them to the last layer, providing the decoder with explicit morphological information.",0.2857,0.0,"['1804.06506_5_0', '1804.06506_8_2', '1804.06506_4_0']"
521a7042b6308e721a7c8046be5084bc5e8ca246,1810.13024,What is a confusion network or lattice?,"['graph-like structures where arcs connect nodes representing multiple hypothesized words, thus allowing multiple incoming arcs unlike 1-best sequences']",A confusion network or lattice is a graph-like structure where arcs connected by nodes represent hypothesised words.,0.2857,0.0,"['1810.13024_3_1', '1810.13024_2_0', '1810.13024_2_2']"
b6ffa18d49e188c454188669987b0a4807ca3018,1906.11180,What is the reasoning method that is used?,['SPARQL'],SPARQL queries and reasoning.,0.4,0.0,"['1906.11180_4_0', '1906.11180_2_0', '1906.11180_1_0']"
5bb3c27606c59d73fd6944ba7382096de4fa58d8,1912.13337,Do they focus on Reading Comprehension or multiple choice question answering?,"['MULTIPLE CHOICE QUESTION ANSWERING', 'multiple-choice']",They focus on multiple choice question answering.,0.7273,0.0,"['1912.13337_0_0', '1912.13337_16_0', '1912.13337_12_1']"
ee9b95d773e060dced08705db8d79a0a6ef353da,1909.00183,How are content clusters used to improve the prediction of incident severity?,['they are used as additional features in a supervised classification task'],Content clusters are used to enhance the performance of a supervised classifier in predicting the degree of harm of an incident based only on free-text descriptions.,0.2703,0.0,"['1909.00183_15_0', '1909.00183_0_1', '1909.00183_0_0']"
729694a9fe1e05d329b7a4078a596fe606bc5a95,1904.10503,What results do they achieve using their proposed approach?,"['F-1 score on the OntoNotes is 88%, and it is 53% on Wiki (gold).', ' total F-1 score on the OntoNotes dataset is 88% total F-1 cross-validation score on the 112 class Wiki(gold) dataset is 53%']",I don't know. The results of their proposed approach are not mentioned in the provided context.,0.0667,0.0,"['1904.10503_0_0', '1904.10503_5_1', '1904.10503_2_0']"
182c7919329bc5678cf0c79687a66c0f7782577e,1707.07922,How does the model recognize entities and their relation to answers at inference time when answers are not accessible?,['gating function Dynamic Memory'],I don't know.,0.0,0.0,"['1707.07922_0_0', '1707.07922_5_0', '1707.07922_3_0']"
9f5507a8c835c4671020d7d310fff2930d44e75a,1805.04570,What languages are explored?,"['Danish/Swedish (da/sv), Russian/Bulgarian (ru/bg), Finnish/Hungarian (fi/hu), Spanish/Portuguese (es/pt)']","The languages explored in the paper are not explicitly listed, but it is mentioned that the Universal Dependencies Treebank has tags according to this schema in 60 languages.",0.0,0.0,"['1805.04570_0_0', '1805.04570_14_0', '1805.04570_16_0']"
26c290584c97e22b25035f5458625944db181552,1909.06937,What is the size of their dataset?,"['10,001 utterances']",I don't know.,0.0,0.0,"['1909.06937_1_0', '1909.06937_6_0', '1909.06937_7_0']"
869aaf397c9b4da7ab52d6dd0961887ae08da9ae,1909.09270,Which languages are evaluated?,"['Bengali English, German, Spanish, Dutch Amharic Arabic Hindi Somali ']","Dutch, Arabic, Hindi, and Bengali.",0.5714,0.0,"['1909.09270_21_0', '1909.09270_5_0', '1909.09270_18_0']"
cf15c4652e23829d8fb4cf2a25e64408c18734c1,1811.11365,Why is this work different from text-only UNMT?,"['the image can play the role of a pivot “language"" to bridge the two languages without paralleled corpus']","This work is different from text-only UNMT because it shows that images can serve as additional information in the training process, guiding the model to converge to a better local optimal point, and that images can help align different languages with similar meanings, even when not available during inferencing.",0.1493,0.0,"['1811.11365_12_1', '1811.11365_12_0', '1811.11365_3_0']"
a81941f933907e4eb848f8aa896c78c1157bff20,1711.03438,"Can the model add new relations to the knowledge graph, or just new entities?",['The model does not add new relations to the knowledge graph.'],"According to the context, the Open-World Knowledge Graph Completion model can add both new entities and new relations to the knowledge graph.",0.4848,0.0,"['1711.03438_0_1', '1711.03438_0_0', '1711.03438_0_2']"
